"","Condition","List","GenderRating","Name","Prompt","Male","Female","Other","Likeable","Accomplished","Important","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"386","first","2B",5.22,"Blair Young","animals",0,1,0,1,3,3,"R_23ZGGRz15nZhN4B","female","25 - 34","White","4 year degree"
"387","first","2B",1.24,"Brian Wright","science",1,0,0,1,2,2,"R_23ZGGRz15nZhN4B","female","25 - 34","White","4 year degree"
"388","first","2B",5.86,"Elisha Bell","book",0,1,0,2,2,3,"R_23ZGGRz15nZhN4B","female","25 - 34","White","4 year degree"
"389","first","2B",3.75,"Quinn Brooks","politics",1,0,0,4,4,4,"R_23ZGGRz15nZhN4B","female","25 - 34","White","4 year degree"
"390","first","2B",6.78,"Rebecca King","album",0,1,0,4,3,4,"R_23ZGGRz15nZhN4B","female","25 - 34","White","4 year degree"
"391","first","2B",4.34,"Riley Campbell","sports",1,0,0,3,3,4,"R_23ZGGRz15nZhN4B","female","25 - 34","White","4 year degree"
"392","first","2B",2.41,"Tommie Hill","meals",1,0,0,1,3,1,"R_23ZGGRz15nZhN4B","female","25 - 34","White","4 year degree"
"393","first","3A",2.12,"Chris Young","politics",1,0,0,1,1,1,"R_2bUVh7YkLMRqUvc","male","25 - 34","White","Some college"
"394","first","3A",5.59,"Jodie Cooper","sports",0,1,0,1,1,1,"R_2bUVh7YkLMRqUvc","male","25 - 34","White","Some college"
"395","first","3A",4.73,"Kerry Bell","animals",0,1,0,1,2,1,"R_2bUVh7YkLMRqUvc","male","25 - 34","White","Some college"
"396","first","3A",6.73,"Mary Collins","album",0,1,0,1,1,1,"R_2bUVh7YkLMRqUvc","male","25 - 34","White","Some college"
"397","first","3A",1.21,"Matthew Brown","science",1,0,0,2,2,1,"R_2bUVh7YkLMRqUvc","male","25 - 34","White","Some college"
"398","first","3A",3.61,"Stevie Ward","meals",1,0,0,1,1,1,"R_2bUVh7YkLMRqUvc","male","25 - 34","White","Some college"
"399","first","3A",4.22,"Taylor Miller","book",0,1,0,1,1,1,"R_2bUVh7YkLMRqUvc","male","25 - 34","White","Some college"
"400","first","1A",2.12,"Chris Miller","science",1,0,0,3,2,3,"R_sRVmttPXKaqgrp7",NA,"25 - 34","Black or African American","Some college"
"401","first","1A",5.59,"Jodie Parker","book",0,1,0,2,1,2,"R_sRVmttPXKaqgrp7",NA,"25 - 34","Black or African American","Some college"
"402","first","1A",4.73,"Kerry Baker","album",0,1,0,3,2,2,"R_sRVmttPXKaqgrp7",NA,"25 - 34","Black or African American","Some college"
"403","first","1A",6.73,"Mary Cooper","sports",0,1,0,3,2,2,"R_sRVmttPXKaqgrp7",NA,"25 - 34","Black or African American","Some college"
"404","first","1A",1.21,"Matthew Smith","animals",1,0,0,1,2,1,"R_sRVmttPXKaqgrp7",NA,"25 - 34","Black or African American","Some college"
"405","first","1A",3.61,"Stevie White","politics",1,0,0,3,3,3,"R_sRVmttPXKaqgrp7",NA,"25 - 34","Black or African American","Some college"
"406","first","1A",4.22,"Taylor Wright","meals",0,1,0,1,2,1,"R_sRVmttPXKaqgrp7",NA,"25 - 34","Black or African American","Some college"
"407","first","2A",2.12,"Chris Collins","meals",0,1,0,1,1,1,"R_2fjvN4c6vhPa7Zj","female","25 - 34","White","High school graduate"
"408","first","2A",5.59,"Jodie Ward","animals",0,1,0,1,1,1,"R_2fjvN4c6vhPa7Zj","female","25 - 34","White","High school graduate"
"409","first","2A",4.73,"Kerry Moore","book",0,1,0,1,1,1,"R_2fjvN4c6vhPa7Zj","female","25 - 34","White","High school graduate"
"410","first","2A",6.73,"Mary Brown","politics",0,1,0,4,1,4,"R_2fjvN4c6vhPa7Zj","female","25 - 34","White","High school graduate"
"411","first","2A",1.21,"Matthew Turner","album",0,1,0,1,1,4,"R_2fjvN4c6vhPa7Zj","female","25 - 34","White","High school graduate"
"412","first","2A",3.61,"Stevie Cooper","science",1,0,0,4,1,1,"R_2fjvN4c6vhPa7Zj","female","25 - 34","White","High school graduate"
"413","first","2A",4.22,"Taylor Smith","sports",0,1,0,4,1,4,"R_2fjvN4c6vhPa7Zj","female","25 - 34","White","High school graduate"
"414","first","3B",5.22,"Blair Hill","book",0,1,0,2,2,2,"R_2AYXhOWcGRC3OJH","male","45 - 54","White","4 year degree"
"415","first","3B",1.24,"Brian King","animals",0,1,0,3,5,3,"R_2AYXhOWcGRC3OJH","male","45 - 54","White","4 year degree"
"416","first","3B",5.86,"Elisha Moore","politics",1,0,0,3,6,3,"R_2AYXhOWcGRC3OJH","male","45 - 54","White","4 year degree"
"417","first","3B",3.75,"Quinn Parker","sports",1,0,0,2,5,3,"R_2AYXhOWcGRC3OJH","male","45 - 54","White","4 year degree"
"418","first","3B",6.78,"Rebecca Wright","meals",1,0,0,2,5,3,"R_2AYXhOWcGRC3OJH","male","45 - 54","White","4 year degree"
"419","first","3B",4.34,"Riley Cook","science",1,0,0,3,5,3,"R_2AYXhOWcGRC3OJH","male","45 - 54","White","4 year degree"
"420","first","3B",2.41,"Tommie Smith","album",0,1,0,3,5,3,"R_2AYXhOWcGRC3OJH","male","45 - 54","White","4 year degree"
"421","first","3C",6.24,"Ashley Green","album",1,0,0,3,3,3,"R_11ddtRNYuJiudWs","female","25 - 34","American Indian or Alaska Native","4 year degree"
"422","first","3C",2.61,"Emerson Baker","animals",1,0,0,2,2,2,"R_11ddtRNYuJiudWs","female","25 - 34","American Indian or Alaska Native","4 year degree"
"423","first","3C",6.82,"Emily Brooks","politics",0,1,0,2,2,2,"R_11ddtRNYuJiudWs","female","25 - 34","American Indian or Alaska Native","4 year degree"
"424","first","3C",5.34,"Jackie Walker","book",1,0,0,2,2,2,"R_11ddtRNYuJiudWs","female","25 - 34","American Indian or Alaska Native","4 year degree"
"425","first","3C",1.28,"James White","sports",0,1,0,2,5,2,"R_11ddtRNYuJiudWs","female","25 - 34","American Indian or Alaska Native","4 year degree"
"426","first","3C",4.39,"Jessie Turner","science",0,1,0,3,5,3,"R_11ddtRNYuJiudWs","female","25 - 34","American Indian or Alaska Native","4 year degree"
"427","first","3C",3.87,"Reese Campbell","meals",1,0,0,5,2,2,"R_11ddtRNYuJiudWs","female","25 - 34","American Indian or Alaska Native","4 year degree"
"428","first","1B",5.22,"Blair Campbell","politics",1,0,0,5,5,6,"R_x3EoK8uqcLN8rgB","male","35 - 44","Black or African American","Professional degree"
"429","first","1B",1.24,"Brian Walker","sports",1,0,0,3,3,4,"R_x3EoK8uqcLN8rgB","male","35 - 44","Black or African American","Professional degree"
"430","first","1B",5.86,"Elisha Collins","book",1,0,0,3,3,4,"R_x3EoK8uqcLN8rgB","male","35 - 44","Black or African American","Professional degree"
"431","first","1B",3.75,"Quinn Young","album",0,1,0,3,3,4,"R_x3EoK8uqcLN8rgB","male","35 - 44","Black or African American","Professional degree"
"432","first","1B",6.78,"Rebecca Bell","animals",1,0,0,3,4,4,"R_x3EoK8uqcLN8rgB","male","35 - 44","Black or African American","Professional degree"
"433","first","1B",4.34,"Riley Hill","meals",0,1,0,2,3,3,"R_x3EoK8uqcLN8rgB","male","35 - 44","Black or African American","Professional degree"
"434","first","1B",2.41,"Tommie Brown","science",0,1,0,4,3,3,"R_x3EoK8uqcLN8rgB","male","35 - 44","Black or African American","Professional degree"
"435","first","3A",2.12,"Chris Young","politics",1,0,0,1,1,1,"R_1jCaSywtgqx6l1S","female","35 - 44","Other","Some college"
"436","first","3A",5.59,"Jodie Cooper","sports",0,1,0,2,1,1,"R_1jCaSywtgqx6l1S","female","35 - 44","Other","Some college"
"437","first","3A",4.73,"Kerry Bell","animals",0,1,0,1,1,1,"R_1jCaSywtgqx6l1S","female","35 - 44","Other","Some college"
"438","first","3A",6.73,"Mary Collins","album",1,0,0,1,1,2,"R_1jCaSywtgqx6l1S","female","35 - 44","Other","Some college"
"439","first","3A",1.21,"Matthew Brown","science",1,0,0,2,1,2,"R_1jCaSywtgqx6l1S","female","35 - 44","Other","Some college"
"440","first","3A",3.61,"Stevie Ward","meals",1,0,0,1,1,1,"R_1jCaSywtgqx6l1S","female","35 - 44","Other","Some college"
"441","first","3A",4.22,"Taylor Miller","book",0,1,0,2,1,1,"R_1jCaSywtgqx6l1S","female","35 - 44","Other","Some college"
"442","first","2C",6.24,"Ashley Walker","science",0,1,0,6,5,6,"R_W8KFpmEwFENj6eJ","male","35 - 44","White","4 year degree"
"443","first","2C",2.61,"Emerson Green","sports",0,1,0,6,5,6,"R_W8KFpmEwFENj6eJ","male","35 - 44","White","4 year degree"
"444","first","2C",6.82,"Emily Baker","animals",1,0,0,5,6,5,"R_W8KFpmEwFENj6eJ","male","35 - 44","White","4 year degree"
"445","first","2C",5.34,"Jackie White","meals",1,0,0,6,5,6,"R_W8KFpmEwFENj6eJ","male","35 - 44","White","4 year degree"
"446","first","2C",1.28,"James Miller","politics",1,0,0,5,6,5,"R_W8KFpmEwFENj6eJ","male","35 - 44","White","4 year degree"
"447","first","2C",4.39,"Jessie Cook","book",1,0,0,6,5,6,"R_W8KFpmEwFENj6eJ","male","35 - 44","White","4 year degree"
"448","first","2C",3.87,"Reese Parker","album",0,1,0,6,6,5,"R_W8KFpmEwFENj6eJ","male","35 - 44","White","4 year degree"
"449","first","1A",2.12,"Chris Miller","science",0,1,0,5,3,5,"R_02RwPYCkTp1bEXv","female","25 - 34","White","4 year degree"
"450","first","1A",5.59,"Jodie Parker","book",0,1,0,4,3,5,"R_02RwPYCkTp1bEXv","female","25 - 34","White","4 year degree"
"451","first","1A",4.73,"Kerry Baker","album",0,1,0,3,3,2,"R_02RwPYCkTp1bEXv","female","25 - 34","White","4 year degree"
"452","first","1A",6.73,"Mary Cooper","sports",1,0,0,5,3,5,"R_02RwPYCkTp1bEXv","female","25 - 34","White","4 year degree"
"453","first","1A",1.21,"Matthew Smith","animals",1,0,0,2,3,4,"R_02RwPYCkTp1bEXv","female","25 - 34","White","4 year degree"
"454","first","1A",3.61,"Stevie White","politics",1,0,0,3,3,2,"R_02RwPYCkTp1bEXv","female","25 - 34","White","4 year degree"
"455","first","1A",4.22,"Taylor Wright","meals",1,0,0,3,5,2,"R_02RwPYCkTp1bEXv","female","25 - 34","White","4 year degree"
"456","first","3C",6.24,"Ashley Green","album",0,1,0,1,2,1,"R_2anvJdeKVCZAFFe","female","25 - 34","White","4 year degree"
"457","first","3C",2.61,"Emerson Baker","animals",1,0,0,2,3,2,"R_2anvJdeKVCZAFFe","female","25 - 34","White","4 year degree"
"458","first","3C",6.82,"Emily Brooks","politics",1,0,0,1,1,2,"R_2anvJdeKVCZAFFe","female","25 - 34","White","4 year degree"
"459","first","3C",5.34,"Jackie Walker","book",1,0,0,2,3,2,"R_2anvJdeKVCZAFFe","female","25 - 34","White","4 year degree"
"460","first","3C",1.28,"James White","sports",1,0,0,1,1,2,"R_2anvJdeKVCZAFFe","female","25 - 34","White","4 year degree"
"461","first","3C",4.39,"Jessie Turner","science",0,1,0,2,2,1,"R_2anvJdeKVCZAFFe","female","25 - 34","White","4 year degree"
"462","first","3C",3.87,"Reese Campbell","meals",0,1,0,2,1,1,"R_2anvJdeKVCZAFFe","female","25 - 34","White","4 year degree"
"463","first","2B",5.22,"Blair Young","animals",0,1,0,6,5,6,"R_bCOZUxsGQhCdZn3","female","45 - 54","White","4 year degree"
"464","first","2B",1.24,"Brian Wright","science",0,1,0,6,5,6,"R_bCOZUxsGQhCdZn3","female","45 - 54","White","4 year degree"
"465","first","2B",5.86,"Elisha Bell","book",0,1,0,5,6,6,"R_bCOZUxsGQhCdZn3","female","45 - 54","White","4 year degree"
"466","first","2B",3.75,"Quinn Brooks","politics",0,1,0,5,6,5,"R_bCOZUxsGQhCdZn3","female","45 - 54","White","4 year degree"
"467","first","2B",6.78,"Rebecca King","album",0,1,0,6,6,5,"R_bCOZUxsGQhCdZn3","female","45 - 54","White","4 year degree"
"468","first","2B",4.34,"Riley Campbell","sports",0,1,0,5,5,6,"R_bCOZUxsGQhCdZn3","female","45 - 54","White","4 year degree"
"469","first","2B",2.41,"Tommie Hill","meals",0,1,0,5,6,5,"R_bCOZUxsGQhCdZn3","female","45 - 54","White","4 year degree"
"470","first","1B",5.22,"Blair Campbell","politics",1,0,0,6,4,5,"R_2e3hCreX3Llpjud",NA,"18 - 24","White","2 year degree"
"471","first","1B",1.24,"Brian Walker","sports",1,0,0,5,5,5,"R_2e3hCreX3Llpjud",NA,"18 - 24","White","2 year degree"
"472","first","1B",5.86,"Elisha Collins","book",0,1,0,5,4,3,"R_2e3hCreX3Llpjud",NA,"18 - 24","White","2 year degree"
"473","first","1B",3.75,"Quinn Young","album",1,0,0,5,5,3,"R_2e3hCreX3Llpjud",NA,"18 - 24","White","2 year degree"
"474","first","1B",6.78,"Rebecca Bell","animals",1,0,0,6,5,3,"R_2e3hCreX3Llpjud",NA,"18 - 24","White","2 year degree"
"475","first","1B",4.34,"Riley Hill","meals",0,1,0,6,6,5,"R_2e3hCreX3Llpjud",NA,"18 - 24","White","2 year degree"
"476","first","1B",2.41,"Tommie Brown","science",1,0,0,7,5,2,"R_2e3hCreX3Llpjud",NA,"18 - 24","White","2 year degree"
"477","first","2C",6.24,"Ashley Walker","science",0,1,0,6,6,6,"R_eyAe6Kz00zViX3r","male","45 - 54","White","4 year degree"
"478","first","2C",2.61,"Emerson Green","sports",0,1,0,6,5,6,"R_eyAe6Kz00zViX3r","male","45 - 54","White","4 year degree"
"479","first","2C",6.82,"Emily Baker","animals",0,1,0,6,6,6,"R_eyAe6Kz00zViX3r","male","45 - 54","White","4 year degree"
"480","first","2C",5.34,"Jackie White","meals",0,1,0,6,6,6,"R_eyAe6Kz00zViX3r","male","45 - 54","White","4 year degree"
"481","first","2C",1.28,"James Miller","politics",0,1,0,6,6,6,"R_eyAe6Kz00zViX3r","male","45 - 54","White","4 year degree"
"482","first","2C",4.39,"Jessie Cook","book",0,1,0,5,6,5,"R_eyAe6Kz00zViX3r","male","45 - 54","White","4 year degree"
"483","first","2C",3.87,"Reese Parker","album",0,1,0,6,5,6,"R_eyAe6Kz00zViX3r","male","45 - 54","White","4 year degree"
"484","first","1C",6.24,"Ashley Cook","book",0,1,0,3,2,3,"R_RW7SOjYfd5zcwc9","male","18 - 24","Native Hawaiian or Pacific Islander","4 year degree"
"485","first","1C",2.61,"Emerson Moore","meals",1,0,0,1,1,1,"R_RW7SOjYfd5zcwc9","male","18 - 24","Native Hawaiian or Pacific Islander","4 year degree"
"486","first","1C",6.82,"Emily Ward","album",0,1,0,3,1,3,"R_RW7SOjYfd5zcwc9","male","18 - 24","Native Hawaiian or Pacific Islander","4 year degree"
"487","first","1C",5.34,"Jackie Turner","animals",0,1,0,1,1,1,"R_RW7SOjYfd5zcwc9","male","18 - 24","Native Hawaiian or Pacific Islander","4 year degree"
"488","first","1C",1.28,"James Green","science",1,0,0,4,1,2,"R_RW7SOjYfd5zcwc9","male","18 - 24","Native Hawaiian or Pacific Islander","4 year degree"
"489","first","1C",4.39,"Jessie Brooks","sports",1,0,0,3,1,4,"R_RW7SOjYfd5zcwc9","male","18 - 24","Native Hawaiian or Pacific Islander","4 year degree"
"490","first","1C",3.87,"Reese King","politics",1,0,0,2,2,2,"R_RW7SOjYfd5zcwc9","male","18 - 24","Native Hawaiian or Pacific Islander","4 year degree"
"491","first","1A",2.12,"Chris Miller","science",1,0,0,3,2,3,"R_1EWHfQAxyqIV6KS","male","45 - 54","White","Some college"
"492","first","1A",5.59,"Jodie Parker","book",0,1,0,4,4,5,"R_1EWHfQAxyqIV6KS","male","45 - 54","White","Some college"
"493","first","1A",4.73,"Kerry Baker","album",1,0,0,4,3,4,"R_1EWHfQAxyqIV6KS","male","45 - 54","White","Some college"
"494","first","1A",6.73,"Mary Cooper","sports",0,1,0,5,3,5,"R_1EWHfQAxyqIV6KS","male","45 - 54","White","Some college"
"495","first","1A",1.21,"Matthew Smith","animals",1,0,0,3,4,4,"R_1EWHfQAxyqIV6KS","male","45 - 54","White","Some college"
"496","first","1A",3.61,"Stevie White","politics",1,0,0,5,5,5,"R_1EWHfQAxyqIV6KS","male","45 - 54","White","Some college"
"497","first","1A",4.22,"Taylor Wright","meals",0,1,0,3,6,3,"R_1EWHfQAxyqIV6KS","male","45 - 54","White","Some college"
"498","first","2B",5.22,"Blair Young","animals",0,1,0,2,2,4,"R_5zENrYd1wLgHgsh","male","25 - 34","White","High school graduate"
"499","first","2B",1.24,"Brian Wright","science",1,0,0,4,1,3,"R_5zENrYd1wLgHgsh","male","25 - 34","White","High school graduate"
"500","first","2B",5.86,"Elisha Bell","book",1,0,0,1,1,5,"R_5zENrYd1wLgHgsh","male","25 - 34","White","High school graduate"
"501","first","2B",3.75,"Quinn Brooks","politics",0,1,0,4,3,4,"R_5zENrYd1wLgHgsh","male","25 - 34","White","High school graduate"
"502","first","2B",6.78,"Rebecca King","album",0,1,0,3,2,5,"R_5zENrYd1wLgHgsh","male","25 - 34","White","High school graduate"
"503","first","2B",4.34,"Riley Campbell","sports",1,0,0,1,1,4,"R_5zENrYd1wLgHgsh","male","25 - 34","White","High school graduate"
"504","first","2B",2.41,"Tommie Hill","meals",1,0,0,1,1,4,"R_5zENrYd1wLgHgsh","male","25 - 34","White","High school graduate"
"505","first","1A",2.12,"Chris Miller","science",1,0,0,1,1,2,"R_6g8oUfLSGdHfWTf","male","35 - 44","White","4 year degree"
"506","first","1A",5.59,"Jodie Parker","book",0,1,0,1,1,3,"R_6g8oUfLSGdHfWTf","male","35 - 44","White","4 year degree"
"507","first","1A",4.73,"Kerry Baker","album",0,1,0,2,1,2,"R_6g8oUfLSGdHfWTf","male","35 - 44","White","4 year degree"
"508","first","1A",6.73,"Mary Cooper","sports",0,1,0,1,2,4,"R_6g8oUfLSGdHfWTf","male","35 - 44","White","4 year degree"
"509","first","1A",1.21,"Matthew Smith","animals",1,0,0,1,2,1,"R_6g8oUfLSGdHfWTf","male","35 - 44","White","4 year degree"
"510","first","1A",3.61,"Stevie White","politics",1,0,0,2,2,3,"R_6g8oUfLSGdHfWTf","male","35 - 44","White","4 year degree"
"511","first","1A",4.22,"Taylor Wright","meals",0,1,0,1,2,1,"R_6g8oUfLSGdHfWTf","male","35 - 44","White","4 year degree"
"512","first","3A",2.12,"Chris Young","politics",1,0,0,2,1,1,"R_6tkI580d5lJyNYR","male","25 - 34","White","4 year degree"
"513","first","3A",5.59,"Jodie Cooper","sports",1,0,0,2,1,1,"R_6tkI580d5lJyNYR","male","25 - 34","White","4 year degree"
"514","first","3A",4.73,"Kerry Bell","animals",1,0,0,1,2,1,"R_6tkI580d5lJyNYR","male","25 - 34","White","4 year degree"
"515","first","3A",6.73,"Mary Collins","album",0,1,0,1,2,1,"R_6tkI580d5lJyNYR","male","25 - 34","White","4 year degree"
"516","first","3A",1.21,"Matthew Brown","science",1,0,0,2,1,2,"R_6tkI580d5lJyNYR","male","25 - 34","White","4 year degree"
"517","first","3A",3.61,"Stevie Ward","meals",0,1,0,1,2,1,"R_6tkI580d5lJyNYR","male","25 - 34","White","4 year degree"
"518","first","3A",4.22,"Taylor Miller","book",0,1,0,1,2,1,"R_6tkI580d5lJyNYR","male","25 - 34","White","4 year degree"
"519","first","3B",5.22,"Blair Hill","book",1,0,0,2,3,3,"R_1g5Df9J3KTYHCA8","male","25 - 34","Black or African American","4 year degree"
"520","first","3B",1.24,"Brian King","animals",0,1,0,2,2,2,"R_1g5Df9J3KTYHCA8","male","25 - 34","Black or African American","4 year degree"
"521","first","3B",5.86,"Elisha Moore","politics",1,0,0,2,2,2,"R_1g5Df9J3KTYHCA8","male","25 - 34","Black or African American","4 year degree"
"522","first","3B",3.75,"Quinn Parker","sports",1,0,0,2,2,2,"R_1g5Df9J3KTYHCA8","male","25 - 34","Black or African American","4 year degree"
"523","first","3B",6.78,"Rebecca Wright","meals",0,1,0,1,1,1,"R_1g5Df9J3KTYHCA8","male","25 - 34","Black or African American","4 year degree"
"524","first","3B",4.34,"Riley Cook","science",1,0,0,2,2,2,"R_1g5Df9J3KTYHCA8","male","25 - 34","Black or African American","4 year degree"
"525","first","3B",2.41,"Tommie Smith","album",1,0,0,1,2,2,"R_1g5Df9J3KTYHCA8","male","25 - 34","Black or African American","4 year degree"
"526","first","2B",5.22,"Blair Young","animals",1,0,0,1,1,1,"R_3j8La8Jd8GxPqB4","male","25 - 34","White","4 year degree"
"527","first","2B",1.24,"Brian Wright","science",1,0,0,1,1,1,"R_3j8La8Jd8GxPqB4","male","25 - 34","White","4 year degree"
"528","first","2B",5.86,"Elisha Bell","book",1,0,0,2,1,2,"R_3j8La8Jd8GxPqB4","male","25 - 34","White","4 year degree"
"529","first","2B",3.75,"Quinn Brooks","politics",1,0,0,1,2,2,"R_3j8La8Jd8GxPqB4","male","25 - 34","White","4 year degree"
"530","first","2B",6.78,"Rebecca King","album",0,1,0,1,1,1,"R_3j8La8Jd8GxPqB4","male","25 - 34","White","4 year degree"
"531","first","2B",4.34,"Riley Campbell","sports",0,1,0,1,1,2,"R_3j8La8Jd8GxPqB4","male","25 - 34","White","4 year degree"
"532","first","2B",2.41,"Tommie Hill","meals",1,0,0,1,3,2,"R_3j8La8Jd8GxPqB4","male","25 - 34","White","4 year degree"
"533","first","2A",2.12,"Chris Collins","meals",1,0,0,1,4,4,"R_3ODdvKc4Aq5itTr","female","18 - 24","Other","2 year degree"
"534","first","2A",5.59,"Jodie Ward","animals",0,1,0,1,2,3,"R_3ODdvKc4Aq5itTr","female","18 - 24","Other","2 year degree"
"535","first","2A",4.73,"Kerry Moore","book",1,0,0,2,1,2,"R_3ODdvKc4Aq5itTr","female","18 - 24","Other","2 year degree"
"536","first","2A",6.73,"Mary Brown","politics",0,1,0,3,3,2,"R_3ODdvKc4Aq5itTr","female","18 - 24","Other","2 year degree"
"537","first","2A",1.21,"Matthew Turner","album",1,0,0,3,1,2,"R_3ODdvKc4Aq5itTr","female","18 - 24","Other","2 year degree"
"538","first","2A",3.61,"Stevie Cooper","science",1,0,0,1,2,2,"R_3ODdvKc4Aq5itTr","female","18 - 24","Other","2 year degree"
"539","first","2A",4.22,"Taylor Smith","sports",1,0,0,2,1,2,"R_3ODdvKc4Aq5itTr","female","18 - 24","Other","2 year degree"
"540","first","3B",5.22,"Blair Hill","book",1,0,0,5,4,5,"R_3MLhYqA7X2Zniqb","female","25 - 34","White","4 year degree"
"541","first","3B",1.24,"Brian King","animals",1,0,0,5,3,3,"R_3MLhYqA7X2Zniqb","female","25 - 34","White","4 year degree"
"542","first","3B",5.86,"Elisha Moore","politics",1,0,0,4,4,3,"R_3MLhYqA7X2Zniqb","female","25 - 34","White","4 year degree"
"543","first","3B",3.75,"Quinn Parker","sports",0,1,0,4,4,4,"R_3MLhYqA7X2Zniqb","female","25 - 34","White","4 year degree"
"544","first","3B",6.78,"Rebecca Wright","meals",1,0,0,4,3,3,"R_3MLhYqA7X2Zniqb","female","25 - 34","White","4 year degree"
"545","first","3B",4.34,"Riley Cook","science",0,1,0,3,4,4,"R_3MLhYqA7X2Zniqb","female","25 - 34","White","4 year degree"
"546","first","3B",2.41,"Tommie Smith","album",1,0,0,3,4,4,"R_3MLhYqA7X2Zniqb","female","25 - 34","White","4 year degree"
"547","first","3A",2.12,"Chris Young","politics",1,0,0,4,6,6,"R_1kUCWwTwLTtqTje","male","45 - 54","White","Some college"
"548","first","3A",5.59,"Jodie Cooper","sports",0,1,0,4,1,1,"R_1kUCWwTwLTtqTje","male","45 - 54","White","Some college"
"549","first","3A",4.73,"Kerry Bell","animals",0,1,0,3,2,2,"R_1kUCWwTwLTtqTje","male","45 - 54","White","Some college"
"550","first","3A",6.73,"Mary Collins","album",0,1,0,4,3,3,"R_1kUCWwTwLTtqTje","male","45 - 54","White","Some college"
"551","first","3A",1.21,"Matthew Brown","science",1,0,0,4,2,3,"R_1kUCWwTwLTtqTje","male","45 - 54","White","Some college"
"552","first","3A",3.61,"Stevie Ward","meals",1,0,0,2,3,2,"R_1kUCWwTwLTtqTje","male","45 - 54","White","Some college"
"553","first","3A",4.22,"Taylor Miller","book",1,0,0,4,2,3,"R_1kUCWwTwLTtqTje","male","45 - 54","White","Some college"
"554","first","1A",2.12,"Chris Miller","science",1,0,0,5,4,5,"R_8cVwCpUkL5BDVlL","male","25 - 34","White","4 year degree"
"555","first","1A",5.59,"Jodie Parker","book",1,0,0,5,5,5,"R_8cVwCpUkL5BDVlL","male","25 - 34","White","4 year degree"
"556","first","1A",4.73,"Kerry Baker","album",1,0,0,5,5,5,"R_8cVwCpUkL5BDVlL","male","25 - 34","White","4 year degree"
"557","first","1A",6.73,"Mary Cooper","sports",1,0,0,5,4,4,"R_8cVwCpUkL5BDVlL","male","25 - 34","White","4 year degree"
"558","first","1A",1.21,"Matthew Smith","animals",1,0,0,5,4,4,"R_8cVwCpUkL5BDVlL","male","25 - 34","White","4 year degree"
"559","first","1A",3.61,"Stevie White","politics",1,0,0,5,4,5,"R_8cVwCpUkL5BDVlL","male","25 - 34","White","4 year degree"
"560","first","1A",4.22,"Taylor Wright","meals",1,0,0,5,4,5,"R_8cVwCpUkL5BDVlL","male","25 - 34","White","4 year degree"
"561","first","3C",6.24,"Ashley Green","album",0,0,1,6,5,6,"R_1Nf7FjZYFxYG9vH",NA,"45 - 54","White","Professional degree"
"562","first","3C",2.61,"Emerson Baker","animals",1,0,0,6,5,6,"R_1Nf7FjZYFxYG9vH",NA,"45 - 54","White","Professional degree"
"563","first","3C",6.82,"Emily Brooks","politics",1,0,0,6,5,6,"R_1Nf7FjZYFxYG9vH",NA,"45 - 54","White","Professional degree"
"564","first","3C",5.34,"Jackie Walker","book",1,0,0,5,6,5,"R_1Nf7FjZYFxYG9vH",NA,"45 - 54","White","Professional degree"
"565","first","3C",1.28,"James White","sports",1,0,0,6,5,6,"R_1Nf7FjZYFxYG9vH",NA,"45 - 54","White","Professional degree"
"566","first","3C",4.39,"Jessie Turner","science",1,0,0,5,5,5,"R_1Nf7FjZYFxYG9vH",NA,"45 - 54","White","Professional degree"
"567","first","3C",3.87,"Reese Campbell","meals",1,0,0,6,5,6,"R_1Nf7FjZYFxYG9vH",NA,"45 - 54","White","Professional degree"
"568","first","1B",5.22,"Blair Campbell","politics",1,0,0,1,2,1,"R_3RmVbSkjoQBxPTv","male","25 - 34","White","4 year degree"
"569","first","1B",1.24,"Brian Walker","sports",1,0,0,1,1,1,"R_3RmVbSkjoQBxPTv","male","25 - 34","White","4 year degree"
"570","first","1B",5.86,"Elisha Collins","book",0,1,0,2,1,1,"R_3RmVbSkjoQBxPTv","male","25 - 34","White","4 year degree"
"571","first","1B",3.75,"Quinn Young","album",0,1,0,1,2,1,"R_3RmVbSkjoQBxPTv","male","25 - 34","White","4 year degree"
"572","first","1B",6.78,"Rebecca Bell","animals",1,0,0,1,1,1,"R_3RmVbSkjoQBxPTv","male","25 - 34","White","4 year degree"
"573","first","1B",4.34,"Riley Hill","meals",1,0,0,2,2,1,"R_3RmVbSkjoQBxPTv","male","25 - 34","White","4 year degree"
"574","first","1B",2.41,"Tommie Brown","science",1,0,0,2,1,1,"R_3RmVbSkjoQBxPTv","male","25 - 34","White","4 year degree"
"575","first","2B",5.22,"Blair Young","animals",0,1,0,7,1,1,"R_2Cf7GZGI6xkEiH8","male","25 - 34","White","High school graduate"
"576","first","2B",1.24,"Brian Wright","science",1,0,0,2,1,1,"R_2Cf7GZGI6xkEiH8","male","25 - 34","White","High school graduate"
"577","first","2B",5.86,"Elisha Bell","book",0,1,0,2,1,2,"R_2Cf7GZGI6xkEiH8","male","25 - 34","White","High school graduate"
"578","first","2B",3.75,"Quinn Brooks","politics",0,1,0,1,2,2,"R_2Cf7GZGI6xkEiH8","male","25 - 34","White","High school graduate"
