"","Condition","List","GenderRating","Name","Prompt","Male","Female","Other","Likeable","Accomplished","Important","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"6884","full","2A",4.73,"Kerry Moore","book",1,0,0,1,1,3,"R_Pv64V7NpAYv6wpj","male","45 - 54","White","Some college"
"6885","full","2A",6.73,"Mary Brown","politics",0,1,0,1,2,2,"R_Pv64V7NpAYv6wpj","male","45 - 54","White","Some college"
"6886","full","2A",1.21,"Matthew Turner","album",1,0,0,2,3,3,"R_Pv64V7NpAYv6wpj","male","45 - 54","White","Some college"
"6887","full","2A",3.61,"Stevie Cooper","science",1,0,0,1,1,1,"R_Pv64V7NpAYv6wpj","male","45 - 54","White","Some college"
"6888","full","2A",4.22,"Taylor Smith","sports",1,0,0,1,1,4,"R_Pv64V7NpAYv6wpj","male","45 - 54","White","Some college"
"6889","full","2B",5.22,"Blair Young","animals",0,1,0,2,1,1,"R_1ocd27zOd2KX1D7","male","55 - 64","White","4 year degree"
"6890","full","2B",1.24,"Brian Wright","science",1,0,0,5,3,4,"R_1ocd27zOd2KX1D7","male","55 - 64","White","4 year degree"
"6891","full","2B",5.86,"Elisha Bell","book",0,1,0,3,3,4,"R_1ocd27zOd2KX1D7","male","55 - 64","White","4 year degree"
"6892","full","2B",3.75,"Quinn Brooks","politics",1,0,0,4,4,4,"R_1ocd27zOd2KX1D7","male","55 - 64","White","4 year degree"
"6893","full","2B",6.78,"Rebecca King","album",1,0,0,4,1,4,"R_1ocd27zOd2KX1D7","male","55 - 64","White","4 year degree"
"6894","full","2B",4.34,"Riley Campbell","sports",1,0,0,2,1,4,"R_1ocd27zOd2KX1D7","male","55 - 64","White","4 year degree"
"6895","full","2B",2.41,"Tommie Hill","meals",1,0,0,3,3,1,"R_1ocd27zOd2KX1D7","male","55 - 64","White","4 year degree"
"6896","full","3C",6.24,"Ashley Green","album",1,0,0,5,4,6,"R_1F4H3TVEkRTvci0","male","25 - 34","White","4 year degree"
"6897","full","3C",2.61,"Emerson Baker","animals",0,1,0,6,5,7,"R_1F4H3TVEkRTvci0","male","25 - 34","White","4 year degree"
"6898","full","3C",6.82,"Emily Brooks","politics",1,0,0,5,4,6,"R_1F4H3TVEkRTvci0","male","25 - 34","White","4 year degree"
"6899","full","3C",5.34,"Jackie Walker","book",1,0,0,6,7,5,"R_1F4H3TVEkRTvci0","male","25 - 34","White","4 year degree"
"6900","full","3C",1.28,"James White","sports",1,0,0,5,4,6,"R_1F4H3TVEkRTvci0","male","25 - 34","White","4 year degree"
"6901","full","3C",4.39,"Jessie Turner","science",1,0,0,5,4,5,"R_1F4H3TVEkRTvci0","male","25 - 34","White","4 year degree"
"6902","full","3C",3.87,"Reese Campbell","meals",0,1,0,6,5,6,"R_1F4H3TVEkRTvci0","male","25 - 34","White","4 year degree"
"6903","full","1B",5.22,"Blair Campbell","politics",1,0,0,1,1,1,"R_Wd1Nw9ag4YThnnb","female","65 - 74","White","Some college"
"6904","full","1B",1.24,"Brian Walker","sports",1,0,0,2,1,1,"R_Wd1Nw9ag4YThnnb","female","65 - 74","White","Some college"
"6905","full","1B",5.86,"Elisha Collins","album",1,0,0,2,1,2,"R_Wd1Nw9ag4YThnnb","female","65 - 74","White","Some college"
"6906","full","1B",3.75,"Quinn Young","book",1,0,0,1,2,3,"R_Wd1Nw9ag4YThnnb","female","65 - 74","White","Some college"
"6907","full","1B",6.78,"Rebecca Bell","animals",0,1,0,1,4,3,"R_Wd1Nw9ag4YThnnb","female","65 - 74","White","Some college"
"6908","full","1B",4.34,"Riley Hill","meals",1,0,0,1,2,1,"R_Wd1Nw9ag4YThnnb","female","65 - 74","White","Some college"
"6909","full","1B",2.41,"Tommie Brown","science",0,1,0,3,1,3,"R_Wd1Nw9ag4YThnnb","female","65 - 74","White","Some college"
"6910","full","3C",6.24,"Ashley Green","album",0,1,0,2,1,2,"R_2wiYsgxIHKs7K17","male","35 - 44","White","Some college"
"6911","full","3C",2.61,"Emerson Baker","animals",1,0,0,2,2,3,"R_2wiYsgxIHKs7K17","male","35 - 44","White","Some college"
"6912","full","3C",6.82,"Emily Brooks","politics",0,1,0,1,3,2,"R_2wiYsgxIHKs7K17","male","35 - 44","White","Some college"
"6913","full","3C",5.34,"Jackie Walker","book",0,1,0,3,6,6,"R_2wiYsgxIHKs7K17","male","35 - 44","White","Some college"
"6914","full","3C",1.28,"James White","sports",1,0,0,4,1,3,"R_2wiYsgxIHKs7K17","male","35 - 44","White","Some college"
"6915","full","3C",4.39,"Jessie Turner","science",0,1,0,4,4,3,"R_2wiYsgxIHKs7K17","male","35 - 44","White","Some college"
"6916","full","3C",3.87,"Reese Campbell","meals",0,1,0,4,6,4,"R_2wiYsgxIHKs7K17","male","35 - 44","White","Some college"
"6917","full","3C",6.24,"Ashley Green","album",0,1,0,1,1,3,"R_2zZ9lujvdHrx56m","female","55 - 64","White","Some college"
"6918","full","3C",2.61,"Emerson Baker","animals",1,0,0,2,2,1,"R_2zZ9lujvdHrx56m","female","55 - 64","White","Some college"
"6919","full","3C",6.82,"Emily Brooks","politics",0,1,0,2,4,3,"R_2zZ9lujvdHrx56m","female","55 - 64","White","Some college"
"6920","full","3C",5.34,"Jackie Walker","book",0,1,0,2,1,3,"R_2zZ9lujvdHrx56m","female","55 - 64","White","Some college"
"6921","full","3C",1.28,"James White","sports",1,0,0,4,3,4,"R_2zZ9lujvdHrx56m","female","55 - 64","White","Some college"
"6922","full","3C",4.39,"Jessie Turner","science",1,0,0,2,1,2,"R_2zZ9lujvdHrx56m","female","55 - 64","White","Some college"
"6923","full","3C",3.87,"Reese Campbell","meals",0,1,0,1,1,1,"R_2zZ9lujvdHrx56m","female","55 - 64","White","Some college"
"6924","full","2B",5.22,"Blair Young","animals",0,1,0,3,3,3,"R_2qxbkF3sH5SjyYh","male","35 - 44","White","4 year degree"
"6925","full","2B",1.24,"Brian Wright","science",1,0,0,2,3,2,"R_2qxbkF3sH5SjyYh","male","35 - 44","White","4 year degree"
"6926","full","2B",5.86,"Elisha Bell","book",0,1,0,5,4,4,"R_2qxbkF3sH5SjyYh","male","35 - 44","White","4 year degree"
"6927","full","2B",3.75,"Quinn Brooks","politics",1,0,0,3,5,5,"R_2qxbkF3sH5SjyYh","male","35 - 44","White","4 year degree"
"6928","full","2B",6.78,"Rebecca King","album",0,1,0,5,5,4,"R_2qxbkF3sH5SjyYh","male","35 - 44","White","4 year degree"
"6929","full","2B",4.34,"Riley Campbell","sports",1,0,0,3,4,6,"R_2qxbkF3sH5SjyYh","male","35 - 44","White","4 year degree"
"6930","full","2B",2.41,"Tommie Hill","meals",1,0,0,3,3,2,"R_2qxbkF3sH5SjyYh","male","35 - 44","White","4 year degree"
"6931","full","2B",5.22,"Blair Young","animals",0,1,0,2,2,2,"R_27EkEtTMaNVcXWT",NA,"35 - 44","White","4 year degree"
"6932","full","2B",1.24,"Brian Wright","science",1,0,0,4,1,3,"R_27EkEtTMaNVcXWT",NA,"35 - 44","White","4 year degree"
"6933","full","2B",5.86,"Elisha Bell","book",0,1,0,3,2,4,"R_27EkEtTMaNVcXWT",NA,"35 - 44","White","4 year degree"
"6934","full","2B",3.75,"Quinn Brooks","politics",1,0,0,4,3,3,"R_27EkEtTMaNVcXWT",NA,"35 - 44","White","4 year degree"
"6935","full","2B",6.78,"Rebecca King","album",0,1,0,4,1,5,"R_27EkEtTMaNVcXWT",NA,"35 - 44","White","4 year degree"
"6936","full","2B",4.34,"Riley Campbell","sports",0,1,0,3,1,5,"R_27EkEtTMaNVcXWT",NA,"35 - 44","White","4 year degree"
"6937","full","2B",2.41,"Tommie Hill","meals",1,0,0,3,2,2,"R_27EkEtTMaNVcXWT",NA,"35 - 44","White","4 year degree"
"6938","full","3A",2.12,"Chris Young","politics",1,0,0,5,2,2,"R_AASiXLVNP8FCCWt","male","18 - 24","White","Some college"
"6939","full","3A",5.59,"Jodie Cooper","sports",0,1,0,2,1,3,"R_AASiXLVNP8FCCWt","male","18 - 24","White","Some college"
"6940","full","3A",4.73,"Kerry Bell","animals",0,1,0,2,2,2,"R_AASiXLVNP8FCCWt","male","18 - 24","White","Some college"
"6941","full","3A",6.73,"Mary Collins","album",0,1,0,4,3,4,"R_AASiXLVNP8FCCWt","male","18 - 24","White","Some college"
"6942","full","3A",1.21,"Matthew Brown","science",1,0,0,4,3,2,"R_AASiXLVNP8FCCWt","male","18 - 24","White","Some college"
"6943","full","3A",3.61,"Stevie Ward","meals",1,0,0,2,2,2,"R_AASiXLVNP8FCCWt","male","18 - 24","White","Some college"
"6944","full","3A",4.22,"Taylor Miller","book",0,1,0,4,3,3,"R_AASiXLVNP8FCCWt","male","18 - 24","White","Some college"
"6945","full","1B",5.22,"Blair Campbell","politics",0,1,0,2,2,2,"R_Tt7yjoqgZJ8IFwZ","female","55 - 64","White","4 year degree"
"6946","full","1B",1.24,"Brian Walker","sports",1,0,0,2,1,3,"R_Tt7yjoqgZJ8IFwZ","female","55 - 64","White","4 year degree"
"6947","full","1B",5.86,"Elisha Collins","album",0,1,0,2,2,3,"R_Tt7yjoqgZJ8IFwZ","female","55 - 64","White","4 year degree"
"6948","full","1B",3.75,"Quinn Young","book",1,0,0,2,2,3,"R_Tt7yjoqgZJ8IFwZ","female","55 - 64","White","4 year degree"
"6949","full","1B",6.78,"Rebecca Bell","animals",0,1,0,2,2,2,"R_Tt7yjoqgZJ8IFwZ","female","55 - 64","White","4 year degree"
"6950","full","1B",4.34,"Riley Hill","meals",0,1,0,2,2,2,"R_Tt7yjoqgZJ8IFwZ","female","55 - 64","White","4 year degree"
"6951","full","1B",2.41,"Tommie Brown","science",1,0,0,2,2,3,"R_Tt7yjoqgZJ8IFwZ","female","55 - 64","White","4 year degree"
"6952","full","3A",2.12,"Chris Young","politics",1,0,0,3,2,3,"R_QmL1lzPDPyiTTFL","female","18 - 24","White","Some college"
"6953","full","3A",5.59,"Jodie Cooper","sports",0,1,0,2,1,3,"R_QmL1lzPDPyiTTFL","female","18 - 24","White","Some college"
"6954","full","3A",4.73,"Kerry Bell","animals",0,1,0,1,1,1,"R_QmL1lzPDPyiTTFL","female","18 - 24","White","Some college"
"6955","full","3A",6.73,"Mary Collins","album",0,1,0,2,1,3,"R_QmL1lzPDPyiTTFL","female","18 - 24","White","Some college"
"6956","full","3A",1.21,"Matthew Brown","science",1,0,0,4,1,2,"R_QmL1lzPDPyiTTFL","female","18 - 24","White","Some college"
"6957","full","3A",3.61,"Stevie Ward","meals",1,0,0,2,3,2,"R_QmL1lzPDPyiTTFL","female","18 - 24","White","Some college"
"6958","full","3A",4.22,"Taylor Miller","book",0,1,0,3,2,4,"R_QmL1lzPDPyiTTFL","female","18 - 24","White","Some college"
"6959","full","3B",5.22,"Blair Hill","book",0,1,0,2,2,3,"R_UfPpPKxGdrtANFv","male","25 - 34","White","4 year degree"
"6960","full","3B",1.24,"Brian King","animals",1,0,0,1,3,2,"R_UfPpPKxGdrtANFv","male","25 - 34","White","4 year degree"
"6961","full","3B",5.86,"Elisha Moore","politics",0,1,0,3,5,4,"R_UfPpPKxGdrtANFv","male","25 - 34","White","4 year degree"
"6962","full","3B",3.75,"Quinn Parker","sports",1,0,0,2,1,4,"R_UfPpPKxGdrtANFv","male","25 - 34","White","4 year degree"
"6963","full","3B",6.78,"Rebecca Wright","meals",0,1,0,1,3,1,"R_UfPpPKxGdrtANFv","male","25 - 34","White","4 year degree"
"6964","full","3B",4.34,"Riley Cook","science",1,0,0,6,3,4,"R_UfPpPKxGdrtANFv","male","25 - 34","White","4 year degree"
"6965","full","3B",2.41,"Tommie Smith","album",1,0,0,3,2,4,"R_UfPpPKxGdrtANFv","male","25 - 34","White","4 year degree"
"6966","full","2C",6.24,"Ashley Walker","science",0,1,0,3,2,3,"R_2V3gFnJvTPvKT9Y","female","75 - 84","White","2 year degree"
"6967","full","2C",2.61,"Emerson Green","sports",1,0,0,3,1,3,"R_2V3gFnJvTPvKT9Y","female","75 - 84","White","2 year degree"
"6968","full","2C",6.82,"Emily Baker","animals",0,1,0,2,1,1,"R_2V3gFnJvTPvKT9Y","female","75 - 84","White","2 year degree"
"6969","full","2C",5.34,"Jackie White","meals",0,1,0,1,1,1,"R_2V3gFnJvTPvKT9Y","female","75 - 84","White","2 year degree"
"6970","full","2C",1.28,"James Miller","politics",0,1,0,1,1,1,"R_2V3gFnJvTPvKT9Y","female","75 - 84","White","2 year degree"
"6971","full","2C",4.39,"Jessie Cook","book",0,1,0,1,1,1,"R_2V3gFnJvTPvKT9Y","female","75 - 84","White","2 year degree"
"6972","full","2C",3.87,"Reese Parker","album",1,0,0,1,2,3,"R_2V3gFnJvTPvKT9Y","female","75 - 84","White","2 year degree"
"6973","full","3A",2.12,"Chris Young","politics",1,0,0,6,6,5,"R_2rYGx3Ic6HPPMVu","male","25 - 34","White","Some college"
"6974","full","3A",5.59,"Jodie Cooper","sports",1,0,0,3,1,5,"R_2rYGx3Ic6HPPMVu","male","25 - 34","White","Some college"
"6975","full","3A",4.73,"Kerry Bell","animals",0,1,0,1,4,3,"R_2rYGx3Ic6HPPMVu","male","25 - 34","White","Some college"
"6976","full","3A",6.73,"Mary Collins","album",0,1,0,5,4,6,"R_2rYGx3Ic6HPPMVu","male","25 - 34","White","Some college"
"6977","full","3A",1.21,"Matthew Brown","science",1,0,0,6,3,3,"R_2rYGx3Ic6HPPMVu","male","25 - 34","White","Some college"
"6978","full","3A",3.61,"Stevie Ward","meals",1,0,0,1,5,3,"R_2rYGx3Ic6HPPMVu","male","25 - 34","White","Some college"
"6979","full","3A",4.22,"Taylor Miller","book",1,0,0,4,5,7,"R_2rYGx3Ic6HPPMVu","male","25 - 34","White","Some college"
"6980","full","2C",6.24,"Ashley Walker","science",0,0,1,2,2,2,"R_21dhkm31vQWYj5o","female","55 - 64","White","Professional degree"
"6981","full","2C",2.61,"Emerson Green","sports",0,0,1,3,2,4,"R_21dhkm31vQWYj5o","female","55 - 64","White","Professional degree"
"6982","full","2C",6.82,"Emily Baker","animals",0,0,1,2,4,4,"R_21dhkm31vQWYj5o","female","55 - 64","White","Professional degree"
"6983","full","2C",5.34,"Jackie White","meals",0,0,1,2,3,4,"R_21dhkm31vQWYj5o","female","55 - 64","White","Professional degree"
"6984","full","2C",1.28,"James Miller","politics",0,0,1,4,4,4,"R_21dhkm31vQWYj5o","female","55 - 64","White","Professional degree"
"6985","full","2C",4.39,"Jessie Cook","book",0,0,1,4,3,4,"R_21dhkm31vQWYj5o","female","55 - 64","White","Professional degree"
"6986","full","2C",3.87,"Reese Parker","album",0,0,1,4,3,4,"R_21dhkm31vQWYj5o","female","55 - 64","White","Professional degree"
"6987","full","2C",6.24,"Ashley Walker","science",0,1,0,2,1,2,"R_2w68d5mPS9O9gNH","female","55 - 64","White","2 year degree"
"6988","full","2C",2.61,"Emerson Green","sports",1,0,0,1,1,3,"R_2w68d5mPS9O9gNH","female","55 - 64","White","2 year degree"
"6989","full","2C",6.82,"Emily Baker","animals",0,1,0,1,2,2,"R_2w68d5mPS9O9gNH","female","55 - 64","White","2 year degree"
"6990","full","2C",5.34,"Jackie White","meals",0,1,0,1,2,2,"R_2w68d5mPS9O9gNH","female","55 - 64","White","2 year degree"
"6991","full","2C",1.28,"James Miller","politics",1,0,0,4,4,4,"R_2w68d5mPS9O9gNH","female","55 - 64","White","2 year degree"
"6992","full","2C",4.39,"Jessie Cook","book",1,0,0,4,2,4,"R_2w68d5mPS9O9gNH","female","55 - 64","White","2 year degree"
"6993","full","2C",3.87,"Reese Parker","album",1,0,0,4,1,4,"R_2w68d5mPS9O9gNH","female","55 - 64","White","2 year degree"
"6994","full","2C",6.24,"Ashley Walker","science",0,1,0,5,3,4,"R_3FV6RLdwY8LUs4v","male","25 - 34","White","Professional degree"
"6995","full","2C",2.61,"Emerson Green","sports",1,0,0,3,6,3,"R_3FV6RLdwY8LUs4v","male","25 - 34","White","Professional degree"
"6996","full","2C",6.82,"Emily Baker","animals",0,1,0,3,3,4,"R_3FV6RLdwY8LUs4v","male","25 - 34","White","Professional degree"
"6997","full","2C",5.34,"Jackie White","meals",1,0,0,5,3,4,"R_3FV6RLdwY8LUs4v","male","25 - 34","White","Professional degree"
"6998","full","2C",1.28,"James Miller","politics",1,0,0,3,3,3,"R_3FV6RLdwY8LUs4v","male","25 - 34","White","Professional degree"
"6999","full","2C",4.39,"Jessie Cook","book",0,1,0,3,3,2,"R_3FV6RLdwY8LUs4v","male","25 - 34","White","Professional degree"
"7000","full","2C",3.87,"Reese Parker","album",1,0,0,5,5,5,"R_3FV6RLdwY8LUs4v","male","25 - 34","White","Professional degree"
"7001","full","3B",5.22,"Blair Hill","book",0,1,0,2,3,3,"R_AjtkajK3B9EhqyB","female","35 - 44","White","Some college"
"7002","full","3B",1.24,"Brian King","animals",1,0,0,1,1,1,"R_AjtkajK3B9EhqyB","female","35 - 44","White","Some college"
"7003","full","3B",5.86,"Elisha Moore","politics",0,1,0,3,2,2,"R_AjtkajK3B9EhqyB","female","35 - 44","White","Some college"
"7004","full","3B",3.75,"Quinn Parker","sports",1,0,0,2,1,1,"R_AjtkajK3B9EhqyB","female","35 - 44","White","Some college"
"7005","full","3B",6.78,"Rebecca Wright","meals",0,1,0,1,1,1,"R_AjtkajK3B9EhqyB","female","35 - 44","White","Some college"
"7006","full","3B",4.34,"Riley Cook","science",0,1,0,1,1,1,"R_AjtkajK3B9EhqyB","female","35 - 44","White","Some college"
"7007","full","3B",2.41,"Tommie Smith","album",0,1,0,3,4,4,"R_AjtkajK3B9EhqyB","female","35 - 44","White","Some college"
"7008","full","3A",2.12,"Chris Young","politics",1,0,0,2,3,2,"R_3J29s9DlBeZtG9y","female","25 - 34","White","4 year degree"
"7009","full","3A",5.59,"Jodie Cooper","sports",0,1,0,2,1,2,"R_3J29s9DlBeZtG9y","female","25 - 34","White","4 year degree"
"7010","full","3A",4.73,"Kerry Bell","animals",0,1,0,2,2,2,"R_3J29s9DlBeZtG9y","female","25 - 34","White","4 year degree"
"7011","full","3A",6.73,"Mary Collins","album",0,1,0,2,2,2,"R_3J29s9DlBeZtG9y","female","25 - 34","White","4 year degree"
"7012","full","3A",1.21,"Matthew Brown","science",1,0,0,2,2,2,"R_3J29s9DlBeZtG9y","female","25 - 34","White","4 year degree"
"7013","full","3A",3.61,"Stevie Ward","meals",1,0,0,1,1,1,"R_3J29s9DlBeZtG9y","female","25 - 34","White","4 year degree"
"7014","full","3A",4.22,"Taylor Miller","book",0,1,0,1,2,2,"R_3J29s9DlBeZtG9y","female","25 - 34","White","4 year degree"
"7015","full","3B",5.22,"Blair Hill","book",0,0,1,3,2,3,"R_1DHmgg3zlsP0Kgq","female","35 - 44","White","4 year degree"
"7016","full","3B",1.24,"Brian King","animals",1,0,0,2,2,3,"R_1DHmgg3zlsP0Kgq","female","35 - 44","White","4 year degree"
"7017","full","3B",5.86,"Elisha Moore","politics",0,1,0,4,3,3,"R_1DHmgg3zlsP0Kgq","female","35 - 44","White","4 year degree"
"7018","full","3B",3.75,"Quinn Parker","sports",0,1,0,3,1,3,"R_1DHmgg3zlsP0Kgq","female","35 - 44","White","4 year degree"
"7019","full","3B",6.78,"Rebecca Wright","meals",0,1,0,1,2,3,"R_1DHmgg3zlsP0Kgq","female","35 - 44","White","4 year degree"
"7020","full","3B",4.34,"Riley Cook","science",0,0,1,3,2,2,"R_1DHmgg3zlsP0Kgq","female","35 - 44","White","4 year degree"
"7021","full","3B",2.41,"Tommie Smith","album",1,0,0,4,2,3,"R_1DHmgg3zlsP0Kgq","female","35 - 44","White","4 year degree"
"7022","full","1B",5.22,"Blair Campbell","politics",1,0,0,4,5,7,"R_1jCjo1J6hDkHoOZ","male","35 - 44","White","High school graduate"
"7023","full","1B",1.24,"Brian Walker","sports",1,0,0,6,1,3,"R_1jCjo1J6hDkHoOZ","male","35 - 44","White","High school graduate"
"7024","full","1B",5.86,"Elisha Collins","album",0,1,0,5,5,3,"R_1jCjo1J6hDkHoOZ","male","35 - 44","White","High school graduate"
"7025","full","1B",3.75,"Quinn Young","book",1,0,0,5,3,3,"R_1jCjo1J6hDkHoOZ","male","35 - 44","White","High school graduate"
"7026","full","1B",6.78,"Rebecca Bell","animals",0,1,0,3,4,3,"R_1jCjo1J6hDkHoOZ","male","35 - 44","White","High school graduate"
"7027","full","1B",4.34,"Riley Hill","meals",1,0,0,1,1,1,"R_1jCjo1J6hDkHoOZ","male","35 - 44","White","High school graduate"
"7028","full","1B",2.41,"Tommie Brown","science",1,0,0,3,3,3,"R_1jCjo1J6hDkHoOZ","male","35 - 44","White","High school graduate"
"7029","full","2A",2.12,"Chris Collins","meals",1,0,0,5,4,5,"R_3jeuvohDXE1KwsI","male","35 - 44","Black or African American","4 year degree"
"7030","full","2A",5.59,"Jodie Ward","animals",0,1,0,2,3,2,"R_3jeuvohDXE1KwsI","male","35 - 44","Black or African American","4 year degree"
"7031","full","2A",4.73,"Kerry Moore","book",0,1,0,4,3,4,"R_3jeuvohDXE1KwsI","male","35 - 44","Black or African American","4 year degree"
"7032","full","2A",6.73,"Mary Brown","politics",0,1,0,3,3,3,"R_3jeuvohDXE1KwsI","male","35 - 44","Black or African American","4 year degree"
"7033","full","2A",1.21,"Matthew Turner","album",1,0,0,4,4,3,"R_3jeuvohDXE1KwsI","male","35 - 44","Black or African American","4 year degree"
"7034","full","2A",3.61,"Stevie Cooper","science",0,1,0,3,3,2,"R_3jeuvohDXE1KwsI","male","35 - 44","Black or African American","4 year degree"
"7035","full","2A",4.22,"Taylor Smith","sports",0,1,0,3,2,4,"R_3jeuvohDXE1KwsI","male","35 - 44","Black or African American","4 year degree"
"7036","full","1B",5.22,"Blair Campbell","politics",1,0,0,2,2,2,"R_3KqfL9iviTvvxay","female","25 - 34","White","4 year degree"
"7037","full","1B",1.24,"Brian Walker","sports",1,0,0,2,3,1,"R_3KqfL9iviTvvxay","female","25 - 34","White","4 year degree"
"7038","full","1B",5.86,"Elisha Collins","album",1,0,0,3,2,2,"R_3KqfL9iviTvvxay","female","25 - 34","White","4 year degree"
"7039","full","1B",3.75,"Quinn Young","book",0,1,0,3,2,2,"R_3KqfL9iviTvvxay","female","25 - 34","White","4 year degree"
"7040","full","1B",6.78,"Rebecca Bell","animals",1,0,0,5,3,3,"R_3KqfL9iviTvvxay","female","25 - 34","White","4 year degree"
"7041","full","1B",4.34,"Riley Hill","meals",0,1,0,1,2,1,"R_3KqfL9iviTvvxay","female","25 - 34","White","4 year degree"
"7042","full","1B",2.41,"Tommie Brown","science",1,0,0,2,2,3,"R_3KqfL9iviTvvxay","female","25 - 34","White","4 year degree"
"7043","full","1A",2.12,"Chris Miller","science",1,0,0,2,1,2,"R_xDurx1XCidyg4wh","male","35 - 44","White","Professional degree"
"7044","full","1A",5.59,"Jodie Parker","book",0,1,0,1,2,3,"R_xDurx1XCidyg4wh","male","35 - 44","White","Professional degree"
"7045","full","1A",4.73,"Kerry Baker","album",0,1,0,2,1,2,"R_xDurx1XCidyg4wh","male","35 - 44","White","Professional degree"
"7046","full","1A",6.73,"Mary Cooper","sports",0,1,0,1,2,4,"R_xDurx1XCidyg4wh","male","35 - 44","White","Professional degree"
"7047","full","1A",1.21,"Matthew Smith","animals",1,0,0,1,2,2,"R_xDurx1XCidyg4wh","male","35 - 44","White","Professional degree"
"7048","full","1A",3.61,"Stevie White","politics",1,0,0,3,3,4,"R_xDurx1XCidyg4wh","male","35 - 44","White","Professional degree"
"7049","full","1A",4.22,"Taylor Wright","meals",0,1,0,1,2,1,"R_xDurx1XCidyg4wh","male","35 - 44","White","Professional degree"
"7050","full","2A",2.12,"Chris Collins","meals",1,0,0,1,1,2,"R_cOuJfs090xVEQwx","female","25 - 34","White","2 year degree"
"7051","full","2A",5.59,"Jodie Ward","animals",0,1,0,1,2,1,"R_cOuJfs090xVEQwx","female","25 - 34","White","2 year degree"
"7052","full","2A",4.73,"Kerry Moore","book",0,1,0,1,2,3,"R_cOuJfs090xVEQwx","female","25 - 34","White","2 year degree"
"7053","full","2A",6.73,"Mary Brown","politics",0,1,0,1,3,2,"R_cOuJfs090xVEQwx","female","25 - 34","White","2 year degree"
"7054","full","2A",1.21,"Matthew Turner","album",0,1,0,3,3,3,"R_cOuJfs090xVEQwx","female","25 - 34","White","2 year degree"
"7055","full","2A",3.61,"Stevie Cooper","science",1,0,0,2,1,1,"R_cOuJfs090xVEQwx","female","25 - 34","White","2 year degree"
"7056","full","2A",4.22,"Taylor Smith","sports",0,1,0,3,2,3,"R_cOuJfs090xVEQwx","female","25 - 34","White","2 year degree"
"7057","full","3A",2.12,"Chris Young","politics",1,0,0,3,5,3,"R_2433oAcw7F4CrIA","female","18 - 24","White","Some college"
"7058","full","3A",5.59,"Jodie Cooper","sports",0,1,0,3,2,2,"R_2433oAcw7F4CrIA","female","18 - 24","White","Some college"
"7059","full","3A",4.73,"Kerry Bell","animals",0,1,0,1,2,1,"R_2433oAcw7F4CrIA","female","18 - 24","White","Some college"
"7060","full","3A",6.73,"Mary Collins","album",0,1,0,4,1,4,"R_2433oAcw7F4CrIA","female","18 - 24","White","Some college"
"7061","full","3A",1.21,"Matthew Brown","science",1,0,0,4,2,2,"R_2433oAcw7F4CrIA","female","18 - 24","White","Some college"
"7062","full","3A",3.61,"Stevie Ward","meals",1,0,0,1,3,1,"R_2433oAcw7F4CrIA","female","18 - 24","White","Some college"
"7063","full","3A",4.22,"Taylor Miller","book",0,1,0,3,1,4,"R_2433oAcw7F4CrIA","female","18 - 24","White","Some college"
"7064","full","1A",2.12,"Chris Miller","science",0,1,0,2,1,2,"R_O80VQyak6coY3E5","female","65 - 74","White","Some college"
"7065","full","1A",5.59,"Jodie Parker","book",0,1,0,2,3,2,"R_O80VQyak6coY3E5","female","65 - 74","White","Some college"
"7066","full","1A",4.73,"Kerry Baker","album",0,1,0,2,1,3,"R_O80VQyak6coY3E5","female","65 - 74","White","Some college"
"7067","full","1A",6.73,"Mary Cooper","sports",0,1,0,3,1,3,"R_O80VQyak6coY3E5","female","65 - 74","White","Some college"
"7068","full","1A",1.21,"Matthew Smith","animals",1,0,0,2,3,3,"R_O80VQyak6coY3E5","female","65 - 74","White","Some college"
"7069","full","1A",3.61,"Stevie White","politics",1,0,0,3,2,2,"R_O80VQyak6coY3E5","female","65 - 74","White","Some college"
"7070","full","1A",4.22,"Taylor Wright","meals",0,1,0,2,4,3,"R_O80VQyak6coY3E5","female","65 - 74","White","Some college"
"7071","full","2A",2.12,"Chris Collins","meals",1,0,0,1,1,1,"R_29haQSsIwsY5o1h","female","25 - 34","White","Professional degree"
"7072","full","2A",5.59,"Jodie Ward","animals",0,1,0,1,1,1,"R_29haQSsIwsY5o1h","female","25 - 34","White","Professional degree"
"7073","full","2A",4.73,"Kerry Moore","book",0,1,0,1,1,1,"R_29haQSsIwsY5o1h","female","25 - 34","White","Professional degree"
"7074","full","2A",6.73,"Mary Brown","politics",0,1,0,1,1,1,"R_29haQSsIwsY5o1h","female","25 - 34","White","Professional degree"
"7075","full","2A",1.21,"Matthew Turner","album",1,0,0,4,1,3,"R_29haQSsIwsY5o1h","female","25 - 34","White","Professional degree"
"7076","full","2A",3.61,"Stevie Cooper","science",1,0,0,4,1,1,"R_29haQSsIwsY5o1h","female","25 - 34","White","Professional degree"
"7077","full","2A",4.22,"Taylor Smith","sports",1,0,0,4,1,3,"R_29haQSsIwsY5o1h","female","25 - 34","White","Professional degree"
"7078","full","2B",5.22,"Blair Young","animals",0,1,0,1,1,1,"R_2PduCZaXo7WFxJQ","female","18 - 24","White","4 year degree"
"7079","full","2B",1.24,"Brian Wright","science",1,0,0,2,2,3,"R_2PduCZaXo7WFxJQ","female","18 - 24","White","4 year degree"
