"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","He","She","Other","OtherType","Response","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"2798","first",3,2.41,"Tommie","Tommie",NA,0,1,0,"","she called back again five minutes later.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2799","first",3,2.61,"Emerson","Emerson",NA,1,0,0,"","he chewed on his blanket. ","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2800","first",3,3.61,"Stevie","Stevie",NA,1,0,0,"","he met another local runner.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2801","first",3,3.75,"Quinn","Quinn",NA,1,0,0,"","he realized he had the most food and felt bad.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2802","first",3,3.87,"Reese","Reese",NA,1,0,0,"","he wasted a soda on his carpet.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2803","first",3,4.22,"Taylor","Taylor",NA,1,0,0,"","he took a sip and burned his tounge. ","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2804","first",3,4.34,"Riley","Riley",NA,1,0,0,"","he got ready for work.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2805","first",3,4.39,"Jessie","Jessie",NA,0,1,0,"","she plopped onto the bed.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2806","first",3,4.73,"Kerry","Kerry",NA,1,0,0,"","he stepped outside.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2807","first",3,5.22,"Blair","Blair",NA,1,0,0,"","he started texting his mom.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2808","first",3,5.34,"Jackie","Jackie",NA,1,0,0,"","he grabbed a beer. ","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2809","first",3,5.59,"Jodie","Jodie",NA,1,0,0,"","he sighed.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2810","first",3,5.86,"Elisha","Elisha",NA,0,1,0,"","she added sugar and honey. ","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2811","first",3,6.24,"Ashley","Ashley",NA,0,1,0,"","she thought about her light bill","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2812","first",3,6.73,"Mary","Mary",NA,0,1,0,"","she felt betrayed.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2813","first",3,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she watched youtube videos.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2814","first",3,6.82,"Emily","Emily",NA,0,1,0,"","she sat down.","R_2Baqi5VDoUMmc7y","female","25 - 34","Black or African American","4 year degree"
"2815","first",1,1.21,"Matthew","Matthew",NA,1,0,0,"","he put on his shoes to go out.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2816","first",1,1.24,"Brian","Brian",NA,1,0,0,"","he took a shower and went to bed.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2817","first",1,1.28,"James","James",NA,1,0,0,"","he grabbed a bag of popcorn and went to watch some tv.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2818","first",1,2.12,"Chris","Chris",NA,1,0,0,"","he kept skipping songs to specific ones he wanted to hear even though he had set up the playlist in the first place.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2819","first",1,2.41,"Tommie","Tommie",NA,1,0,0,"","he made sure to wipe all of the data from it by factory resetting it.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2820","first",1,2.61,"Emerson","Emerson",NA,1,0,0,"","he tried to open it to make sure it was locked.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2821","first",1,3.61,"Stevie","Stevie",NA,1,0,0,"","he blushed and thanked the person who gave it to him.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2822","first",1,3.75,"Quinn","Quinn",NA,1,0,0,"","he rushed to the bathroom in a hurry to make it back in time.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2823","first",1,3.87,"Reese","Reese",NA,1,0,0,"","he had already mixed in some honey.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2824","first",1,4.22,"Taylor","Taylor",NA,0,1,0,"","she sat down on the couch for a few minutes of rest.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2825","first",1,4.34,"Riley","Riley",NA,1,0,0,"","he took it off and carried it until he got home.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2826","first",1,4.39,"Jessie","Jessie",NA,0,1,0,"","she lay down in the sun for about twenty minutes to tan.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2827","first",1,4.73,"Kerry","Kerry",NA,0,1,0,"","she replied to the text but didn't get any immediate response.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2828","first",1,5.22,"Blair","Blair",NA,0,1,0,"","she had to get back out of bed to use the bathroom.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2829","first",1,5.34,"Jackie","Jackie",NA,0,0,1,"other subject","several people were smoking despite it being illegal to smoke in bus stops in this jurisdiction.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2830","first",1,5.59,"Jodie","Jodie",NA,0,1,0,"","she fiddled with the radio stations.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2831","first",1,5.86,"Elisha","Elisha",NA,0,1,0,"","she went to get a drink from the kitchen.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2832","first",1,6.24,"Ashley","Ashley",NA,0,1,0,"","she got dressed properly; no need for the delivery person to see her pajamas.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2833","first",1,6.73,"Mary","Mary",NA,0,1,0,"","she bought plenty of cool gear that she thought she'd need like googles.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2834","first",1,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she looked around to see who was open.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2835","first",1,6.82,"Emily","Emily",NA,0,1,0,"","she just lay on the couch relaxing eventually pulling a blanket to cover her legs but leaving the AC on.","R_1C1R8HEe1yNGuke","male","35 - 44","White","4 year degree"
"2836","first",1,1.21,"Matthew","Matthew",NA,1,0,0,"","He had his morning poop.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2837","first",1,1.24,"Brian","Brian",NA,1,0,0,"","He cried himself to sleep.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2838","first",1,1.28,"James","James",NA,1,0,0,"","He ate with a glass of wine.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2839","first",1,2.12,"Chris","Chris",NA,0,0,1,"other subject","the whole car was rocking out.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2840","first",1,2.41,"Tommie","Tommie",NA,1,0,0,"","he formatted his drive.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2841","first",1,2.61,"Emerson","Emerson",NA,1,0,0,"","he went to bed soundly.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2842","first",1,3.61,"Stevie","Stevie",NA,1,0,0,"","he politely thanked the giver.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2843","first",1,3.75,"Quinn","Quinn",NA,1,0,0,"","he went to the bathroom.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2844","first",1,3.87,"Reese","Reese",NA,1,0,0,"","he added honey and sugar.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2845","first",1,4.22,"Taylor","Taylor",NA,1,0,0,"","he took a nice nap.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2846","first",1,4.34,"Riley","Riley",NA,0,1,0,"","she read a book.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2847","first",1,4.39,"Jessie","Jessie",NA,1,0,0,"","he sat down for dinner.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2848","first",1,4.73,"Kerry","Kerry",NA,1,0,0,"","he started crying.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2849","first",1,5.22,"Blair","Blair",NA,0,1,0,"","she said her prayers.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2850","first",1,5.34,"Jackie","Jackie",NA,0,1,0,"","she saw a homeless man asking for money.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2851","first",1,5.59,"Jodie","Jodie",NA,1,0,0,"","he whistled what was on the radio.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2852","first",1,5.86,"Elisha","Elisha",NA,0,1,0,"","she tapped her foot.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2853","first",1,6.24,"Ashley","Ashley",NA,0,1,0,"","she set the table.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2854","first",1,6.73,"Mary","Mary",NA,0,1,0,"","she made sure here boots were strapped tight.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2855","first",1,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she spit on it.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2856","first",1,6.82,"Emily","Emily",NA,0,0,1,"other subject","the ice began to melt.","R_9AAuPRFrxukwbNn","male","18 - 24","White","Some college"
"2857","first",3,1.21,"Matthew","Matthew",NA,1,0,0,"","he dried them and put them away.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2858","first",3,1.24,"Brian","Brian",NA,1,0,0,"","he went to the lobby to buy a glass of wine and snacks.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2859","first",3,1.28,"James","James",NA,1,0,0,"","he bounced it once on the ground.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2860","first",3,2.12,"Chris","Chris",NA,1,0,0,"","he set the security alarm and went to sleep.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2861","first",3,2.41,"Tommie","Tommie",NA,1,0,0,"","he made a note to himself to try again later.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2862","first",3,2.61,"Emerson","Emerson",NA,0,1,0,"","she took her sleeping pill and brushed her teeth.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2863","first",3,3.61,"Stevie","Stevie",NA,0,1,0,"","she drank from a water fountain and stretched.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2864","first",3,3.75,"Quinn","Quinn",NA,1,0,0,"","he chewed with his mouth open and grossed everyone out","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2865","first",3,3.87,"Reese","Reese",NA,1,0,0,"","he put a new trash bag into the bin.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2866","first",3,4.22,"Taylor","Taylor",NA,1,0,0,"","he added sugar and milk.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2867","first",3,4.34,"Riley","Riley",NA,0,1,0,"","she put the leash on the dog and left the house.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2868","first",3,4.39,"Jessie","Jessie",NA,1,0,0,"","he grabbed one of the apples he bought and took a bite","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2869","first",3,4.73,"Kerry","Kerry",NA,0,1,0,"","she unzipped it slightly to cool off.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2870","first",3,5.22,"Blair","Blair",NA,0,1,0,"","she took a moment to check her phone for texts.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2871","first",3,5.34,"Jackie","Jackie",NA,0,1,0,"","she put her clothes back on.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2872","first",3,5.59,"Jodie","Jodie",NA,0,1,0,"","she opened the magazine she planned to read in the tub","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2873","first",3,5.86,"Elisha","Elisha",NA,0,1,0,"","she chugged the whole glass.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2874","first",3,6.24,"Ashley","Ashley",NA,0,1,0,"","she changed into a warmer pair of pants from the shorts she had on before","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2875","first",3,6.73,"Mary","Mary",NA,0,1,0,"","she responded immediately.","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2876","first",3,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she watched a beginners ski tutorial","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2877","first",3,6.82,"Emily","Emily",NA,0,1,0,"","she saved the document to her desktop","R_26evkM92hEjlqo5","female","25 - 34","White","2 year degree"
"2878","first",3,1.21,"Matthew","Matthew",NA,1,0,0,"","he put them away.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2879","first",3,1.24,"Brian","Brian",NA,1,0,0,"","he got some popcorn and a drink.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2880","first",3,1.28,"James","James",NA,1,0,0,"","he threw it in the air and caught it.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2881","first",3,2.12,"Chris","Chris",NA,1,0,0,"","he went to bed.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2882","first",3,2.41,"Tommie","Tommie",NA,0,1,0,"","she worried about what was wrong with her.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2883","first",3,2.61,"Emerson","Emerson",NA,1,0,0,"","he thought about the fun he had today.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2884","first",3,3.61,"Stevie","Stevie",NA,1,0,0,"","he stopped for a quick break.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2885","first",3,3.75,"Quinn","Quinn",NA,1,0,0,"","he saw an old friend from high school.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2886","first",3,3.87,"Reese","Reese",NA,1,0,0,"","he locked the door and turned off the lights.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2887","first",3,4.22,"Taylor","Taylor",NA,0,0,1,"repeat name","Taylor added cream and sugar to the tea.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2888","first",3,4.34,"Riley","Riley",NA,0,0,1,"repeat name","Riley put the leash on the dog.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2889","first",3,4.39,"Jessie","Jessie",NA,0,1,0,"","she sat down to watch tv.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2890","first",3,4.73,"Kerry","Kerry",NA,0,1,0,"","she unzipped the jacket.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2891","first",3,5.22,"Blair","Blair",NA,1,0,0,"","he got distracted by a pretty woman in the car next to him.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2892","first",3,5.34,"Jackie","Jackie",NA,0,1,0,"","she laid down on a lounge chair to get some sun.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2893","first",3,5.59,"Jodie","Jodie",NA,0,1,0,"","she laid back in the tub to relax.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2894","first",3,5.86,"Elisha","Elisha",NA,0,1,0,"","she drank half of the lemonade.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2895","first",3,6.24,"Ashley","Ashley",NA,0,1,0,"","she relaxed on the couch.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2896","first",3,6.73,"Mary","Mary",NA,0,1,0,"","she replied to her friend that she would love to go to the movies with her.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2897","first",3,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she watched ski videos.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2898","first",3,6.82,"Emily","Emily",NA,0,1,0,"","she went downstairs to get a snack.","R_3gSIBUiKnLlBvGI","female","45 - 54","White","Some college"
"2899","first",2,1.21,"Matthew","Matthew",NA,1,0,0,"","he raised both hands to his face and sobbed.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2900","first",2,1.24,"Brian","Brian",NA,1,0,0,"","he reached into his pocket for a cat treat.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2901","first",2,1.28,"James","James",NA,1,0,0,"","he replied with a happy face emoji.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2902","first",2,2.12,"Chris","Chris",NA,1,0,0,"","he visited the refreshment stand to refill his soda and popcorn.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2903","first",2,2.41,"Tommie","Tommie",NA,1,0,0,"","he curled up on the couch with a science fiction novel.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2904","first",2,2.61,"Emerson","Emerson",NA,1,0,0,"","he had a hot shower and changed into his pajamas for the evening.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2905","first",2,3.61,"Stevie","Stevie",NA,1,0,0,"","he let out a heavy sigh and poured himself a glass of iced tea.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2906","first",2,3.75,"Quinn","Quinn",NA,1,0,0,"","he began to choke on a piece of chicken.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2907","first",2,3.87,"Reese","Reese",NA,0,1,0,"","she refilled her cup with more lemonade and a splash of iced tea to make an Arnold Palmer.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2908","first",2,4.22,"Taylor","Taylor",NA,1,0,0,"","he ran his index finger along with the seems.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2909","first",2,4.34,"Riley","Riley",NA,1,0,0,"","he took a break to eat a ham sandwich for lunch.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2910","first",2,4.39,"Jessie","Jessie",NA,1,0,0,"","he loudly belted out the lyrics to the song.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2911","first",2,4.73,"Kerry","Kerry",NA,0,1,0,"","she removed the jacket and began to fan herself.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2912","first",2,5.22,"Blair","Blair",NA,0,1,0,"","she poured herself an ice cold glass of lemonade.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2913","first",2,5.34,"Jackie","Jackie",NA,0,1,0,"","she asked her friend who is an avid skiier if she could give her any pointers.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2914","first",2,5.59,"Jodie","Jodie",NA,0,1,0,"","she laid out in the sun to catch a tan.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2915","first",2,5.86,"Elisha","Elisha",NA,0,1,0,"","she saved the document to her desktop.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2916","first",2,6.24,"Ashley","Ashley",NA,0,1,0,"","she placed her phone back inside her handbag.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2917","first",2,6.73,"Mary","Mary",NA,0,1,0,"","she browsed the morning's latest news articles on her smartphone.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2918","first",2,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she poured herself a tall glass of iced tea and set the table.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2919","first",2,6.82,"Emily","Emily",NA,0,1,0,"","she changed the radio station.","R_OffP0EXWrjPln8J","female","25 - 34","White","4 year degree"
"2920","first",2,1.21,"Matthew","Matthew",NA,0,0,1,"repeat name"," Matthew nodded.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2921","first",2,1.24,"Brian","Brian",NA,0,0,1,"repeat name"," Brian gave it a treat.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2922","first",2,1.28,"James","James",NA,0,0,1,"repeat name"," James replied to the text.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2923","first",2,2.12,"Chris","Chris",NA,0,0,1,"repeat name"," Chris stood up from the seat.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2924","first",2,2.41,"Tommie","Tommie",NA,0,0,1,"repeat name","  Tommie put the DVD away.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2925","first",2,2.61,"Emerson","Emerson",NA,0,0,1,"repeat name"," Emerson rested.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2926","first",2,3.61,"Stevie","Stevie",NA,0,0,1,"repeat name"," Stevie tidied up.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2927","first",2,3.75,"Quinn","Quinn",NA,0,0,1,"repeat name"," Quinn looked for a seat.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2928","first",2,3.87,"Reese","Reese",NA,0,0,1,"repeat name"," Reese got a straw.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2929","first",2,4.22,"Taylor","Taylor",NA,0,0,1,"repeat name"," Taylor looked around.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2930","first",2,4.34,"Riley","Riley",NA,0,0,1,"repeat name"," Riley cleaned up.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2931","first",2,4.39,"Jessie","Jessie",NA,0,0,1,"repeat name","  Jessie closed the door.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2932","first",2,4.73,"Kerry","Kerry",NA,0,0,1,"repeat name"," Kerry took it off.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2933","first",2,5.22,"Blair","Blair",NA,0,0,1,"repeat name"," Blair relaxed.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2934","first",2,5.34,"Jackie","Jackie",NA,0,0,1,"repeat name","  Jackie talked to friends.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2935","first",2,5.59,"Jodie","Jodie",NA,0,0,1,"repeat name","  Jodie spoke to friends.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2936","first",2,5.86,"Elisha","Elisha",NA,0,0,1,"repeat name","  Elisha checked the time.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2937","first",2,6.24,"Ashley","Ashley",NA,0,0,1,"repeat name","  Ashley went back.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2938","first",2,6.73,"Mary","Mary",NA,0,0,1,"repeat name","  Mary met Jane.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2939","first",2,6.78,"Rebecca","Rebecca",NA,0,0,1,"repeat name"," Rebecca read the paper.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2940","first",2,6.82,"Emily","Emily",NA,0,0,1,"repeat name",". Emily turned the music off.","R_3OcVE8NaDqgju00","female","25 - 34","Other","4 year degree"
"2941","first",1,1.21,"Matthew","Matthew",NA,1,0,0,"","he cooked some eggs.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2942","first",1,1.24,"Brian","Brian",NA,1,0,0,"","he decided it was time to go to bed.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2943","first",1,1.28,"James","James",NA,1,0,0,"","he decided to watch a movie.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2944","first",1,2.12,"Chris","Chris",NA,1,0,0,"","he sang along very loudly.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2945","first",1,2.41,"Tommie","Tommie",NA,1,0,0,"","he transferred all his files to a drive. ","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2946","first",1,2.61,"Emerson","Emerson",NA,1,0,0,"","he looked out the window to make sure they were gone.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2947","first",1,3.61,"Stevie","Stevie",NA,1,0,0,"","he screeched with joy. ","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2948","first",1,3.75,"Quinn","Quinn",NA,0,1,0,"","she went outside to take a smoke.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2949","first",1,3.87,"Reese","Reese",NA,1,0,0,"","he stirred in some honey.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2950","first",1,4.22,"Taylor","Taylor",NA,0,1,0,"","she decided to get started cooking dinner. ","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2951","first",1,4.34,"Riley","Riley",NA,0,1,0,"","she took the jacket off. ","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2952","first",1,4.39,"Jessie","Jessie",NA,1,0,0,"","he went inside to find his phone.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2953","first",1,4.73,"Kerry","Kerry",NA,0,1,0,"","tears started streaming down her face.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2954","first",1,5.22,"Blair","Blair",NA,1,0,0,"","he kept replaying that night over and over.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2955","first",1,5.34,"Jackie","Jackie",NA,0,1,0,"","she noticed her wallet was missing. ","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2956","first",1,5.59,"Jodie","Jodie",NA,0,1,0,"","she had an epiphany.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2957","first",1,5.86,"Elisha","Elisha",NA,0,1,0,"","she thought about how glad she was that she finished it in time. ","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2958","first",1,6.24,"Ashley","Ashley",NA,0,1,0,"","she decided to put pants on.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2959","first",1,6.73,"Mary","Mary",NA,0,1,0,"","she was overcome with fear.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2960","first",1,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she arched her back and fixed her footing.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2961","first",1,6.82,"Emily","Emily",NA,0,1,0,"","her mood started to improve.","R_u1RocvqHRtea82l","female","25 - 34","White","Some college"
"2962","first",3,1.21,"Matthew","Matthew",NA,1,0,0,"","he sat down and ate his dinner.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2963","first",3,1.24,"Brian","Brian",NA,1,0,0,"","he got up to use the restroom.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2964","first",3,1.28,"James","James",NA,1,0,0,"","he bounced it down the court.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2965","first",3,2.12,"Chris","Chris",NA,1,0,0,"","he turned on the kitchen lights.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2966","first",3,2.41,"Tommie","Tommie",NA,1,0,0,"","he noticed an incoming call from the doctor.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2967","first",3,2.61,"Emerson","Emerson",NA,1,0,0,"","he read his nightly prayer.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2968","first",3,3.61,"Stevie","Stevie",NA,1,0,0,"","he ran down the river.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2969","first",3,3.75,"Quinn","Quinn",NA,1,0,0,"","he noticed a strand of hair in his food.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
