"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","He","She","Other","OtherType","Response","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"7566","full",1,1.28,"James Green","James","Green",1,0,0,"","he tapped his fingers against the steering wheel","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7567","full",1,2.12,"Chris Miller","Chris","Miller",1,0,0,"","he pulled out his cellphone.","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7568","full",1,2.41,"Tommie Brown","Tommie","Brown",1,0,0,"","he sat down on the couch.","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7569","full",1,2.61,"Emerson Moore","Emerson","Moore",1,0,0,"","he put his headphones in.","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7570","full",1,3.61,"Stevie White","Stevie","White",1,0,0,"","he looked up other doctor's offices online","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7571","full",1,3.75,"Quinn Young","Quinn","Young",1,0,0,"","he backed it up to his computer.","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7572","full",1,3.87,"Reese King","Reese","King",1,0,0,"","he cried","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7573","full",1,4.34,"Riley Hill","Riley","Hill",1,0,0,"","he tried a virtual simulator","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7574","full",1,4.39,"Jessie Brooks","Jessie","Brooks",0,1,0,"","she put it on her nightstand.","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7575","full",1,4.73,"Kerry Baker","Kerry","Baker",0,1,0,"","she went out and got some fresh air","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7576","full",1,5.22,"Blair Campbell","Blair","Campbell",0,1,0,"","she turned off the light","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7577","full",1,5.34,"Jackie Turner","Jackie","Turner",0,1,0,"","she went to bed","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7578","full",1,5.59,"Jodie Parker","Jodie","Parker",0,1,0,"","she lit a candle","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7579","full",1,5.86,"Elisha Collins","Elisha","Collins",0,1,0,"","she ran to the bathroom","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7580","full",1,6.24,"Ashley Cook","Ashley","Cook",0,1,0,"","she went outside","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7581","full",1,6.73,"Mary Cooper","Mary","Cooper",0,1,0,"","she started prepping her dinner","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7582","full",1,6.78,"Rebecca Bell","Rebecca","Bell",0,1,0,"","she flatulated","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7583","full",1,6.82,"Emily Ward","Emily","Ward",0,1,0,"","she yelled look out!","R_2EAE0BJZSjZAoI0","male","25 - 34","White","4 year degree"
"7584","full",3,1.21,"Matthew Brown","Matthew","Brown",1,0,0,"","he watched tutorial videos on the internet.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7585","full",3,1.24,"Brian King","Brian","King",1,0,0,"","he toggled the cruise control and enjoyed the ride.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7586","full",3,1.28,"James White","James","White",1,0,0,"","he spilled the contents onto the floor.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7587","full",3,2.12,"Chris Young","Chris","Young",1,0,0,"","he turned on his favorite podcast.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7588","full",3,2.41,"Tommie Smith","Tommie","Smith",0,1,0,"","she removed the jacket and continued to play.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7589","full",3,2.61,"Emerson Baker","Emerson","Baker",1,0,0,"","he pointed to the sky in appreciation.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7590","full",3,3.61,"Stevie Ward","Stevie","Ward",1,0,0,"","he headed for the showers.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7591","full",3,3.75,"Quinn Parker","Quinn","Parker",1,0,0,"","he used the restroom and grabbed a snack.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7592","full",3,3.87,"Reese Campbell","Reese","Campbell",0,1,0,"","she relaxed on the couch with a good book.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7593","full",3,4.22,"Taylor Miller","Taylor","Miller",1,0,0,"","he gathered enough funds to tip the delivery man.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7594","full",3,4.34,"Riley Cook","Riley","Cook",1,0,0,"","he decided to go for a walk.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7595","full",3,4.39,"Jessie Turner","Jessie","Turner",1,0,0,"","he drew the blinds.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7596","full",3,4.73,"Kerry Bell","Kerry","Bell",0,1,0,"","she ate an apple and went on her way.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7597","full",3,5.22,"Blair Hill","Blair","Hill",0,1,0,"","she took a bath and went to bed early.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7598","full",3,5.34,"Jackie Walker","Jackie","Walker",0,1,0,"","she deleted the contents.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7599","full",3,5.59,"Jodie Cooper","Jodie","Cooper",0,0,1,"singular they","they uploaded the video to the internet.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7600","full",3,5.86,"Elisha Moore","Elisha","Moore",0,1,0,"","she lit up a cigarette.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7601","full",3,6.24,"Ashley Green","Ashley","Green",0,0,1,"other subject","the biscuits were ready as well.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7602","full",3,6.73,"Mary Collins","Mary","Collins",0,1,0,"","she laughed and happily replied.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7603","full",3,6.78,"Rebecca Wright","Rebecca","Wright",0,1,0,"","she thought back on her day.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7604","full",3,6.82,"Emily Brooks","Emily","Brooks",0,1,0,"","she giggled with glee.","R_30r814ObCIPkK6I","female","55 - 64","White","Some college"
"7605","full",1,1.21,"Matthew Smith","Matthew","Smith",0,0,1,"no subject","got the leash.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7606","full",1,1.24,"Brian Walker","Brian","Walker",1,0,0,"","he scratched his armpit.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7607","full",1,1.28,"James Green","James","Green",1,0,0,"","he picked his nose.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7608","full",1,2.12,"Chris Miller","Chris","Miller",1,0,0,"","he petted his cat.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7609","full",1,2.41,"Tommie Brown","Tommie","Brown",1,0,0,"","he sat down.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7610","full",1,2.61,"Emerson Moore","Emerson","Moore",1,0,0,"","he started to dance.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7611","full",1,3.61,"Stevie White","Stevie","White",1,0,0,"","he decided to send an email as well.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7612","full",1,3.75,"Quinn Young","Quinn","Young",1,0,0,"","he transferred his contacts into the new phone.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7613","full",1,3.87,"Reese King","Reese","King",1,0,0,"","he gasped.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7614","full",1,4.34,"Riley Hill","Riley","Hill",1,0,0,"","he signed up for lessons.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7615","full",1,4.39,"Jessie Brooks","Jessie","Brooks",1,0,0,"","he texted back.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7616","full",1,4.73,"Kerry Baker","Kerry","Baker",0,1,0,"","she watched TV.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7617","full",1,5.22,"Blair Campbell","Blair","Campbell",0,1,0,"","she remembered to set the alarm.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7618","full",1,5.34,"Jackie Turner","Jackie","Turner",1,0,0,"","he put on his shirt.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7619","full",1,5.59,"Jodie Parker","Jodie","Parker",0,1,0,"","she reached for the soap.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7620","full",1,5.86,"Elisha Collins","Elisha","Collins",1,0,0,"","he went to the bathroom.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7621","full",1,6.24,"Ashley Cook","Ashley","Cook",0,1,0,"","she went outside.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7622","full",1,6.73,"Mary Cooper","Mary","Cooper",0,1,0,"","she sat down.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7623","full",1,6.78,"Rebecca Bell","Rebecca","Bell",0,1,0,"","she gave her friend a gift.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7624","full",1,6.82,"Emily Ward","Emily","Ward",1,0,0,"","he checked the runners.","R_1GQCmSPRmu2sgRc","male","55 - 64","White","Some college"
"7625","full",2,1.21,"Matthew Turner","Matthew","Turner",1,0,0,"","he worried about the symptoms he's been experiencing and decided to look online.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7626","full",2,1.24,"Brian Wright","Brian","Wright",1,0,0,"","he smiled wide and thanked the person who gave it to him.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7627","full",2,1.28,"James Miller","James","Miller",1,0,0,"","he began to sing along with the songs and his friends chimed in with him.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7628","full",2,2.12,"Chris Collins","Chris","Collins",1,0,0,"","he moved onto prepping the kitchen for paint.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7629","full",2,2.41,"Tommie Hill","Tommie","Hill",1,0,0,"","he cleaned himself up after his playdate at the park.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7630","full",2,2.61,"Emerson Green","Emerson","Green",1,0,0,"","he changed the radio station because he could no longer stand to listen to the DJ.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7631","full",2,3.61,"Stevie Cooper","Stevie","Cooper",1,0,0,"","he looked over the receipt to remind himself what costed what.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7632","full",2,3.75,"Quinn Brooks","Quinn","Brooks",1,0,0,"","He checked his Instagram.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7633","full",2,3.87,"Reese Parker","Reese","Parker",1,0,0,"","he called out Tucker's name in hopes that Tucker would catch it.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7634","full",2,4.22,"Taylor Smith","Taylor","Smith",0,1,0,"","she made sure to enjoy every last drop.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7635","full",2,4.34,"Riley Campbell","Riley","Campbell",1,0,0,"","he went to check the concession stand to see what they had for snacks.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7636","full",2,4.39,"Jessie Cook","Jessie","Cook",0,1,0,"","she sat on the couch with a glass of wine and finally was able to relax.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7637","full",2,4.73,"Kerry Moore","Kerry","Moore",0,1,0,"","she looked up tutorials on YouTube.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7638","full",2,5.22,"Blair Young","Blair","Young",0,1,0,"","for a while she gave the cat a treat.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7639","full",2,5.34,"Jackie White","Jackie","White",0,1,0,"","she walked back inside to sort the recycling.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7640","full",2,5.59,"Jodie Ward","Jodie","Ward",0,1,0,"","she transferred over all her contacts to the new one.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7641","full",2,5.86,"Elisha Bell","Elisha","Bell",0,1,0,"","she turned off the lights and headed upstairs to get ready for bed.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7642","full",2,6.24,"Ashley Walker","Ashley","Walker",0,1,0,"","she was no longer in a bad mood.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7643","full",2,6.73,"Mary Brown","Mary","Brown",0,1,0,"","she watched a few videos on her phone and browsed the internet.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7644","full",2,6.78,"Rebecca King","Rebecca","King",0,1,0,"","She went over to the table and grabbed a bite to eat.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7645","full",2,6.82,"Emily Baker","Emily","Baker",0,1,0,"","she smiled wide and started getting ready for a night out on the town.","R_24pAoztuJ1lRjR2","male","25 - 34","White","High school graduate"
"7646","full",1,1.21,"Matthew Smith","Matthew","Smith",0,0,1,"no subject","and eating breakfast. ","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7647","full",1,1.24,"Brian Walker","Brian","Walker",1,0,0,"","he checked his emails on his phone.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7648","full",1,1.28,"James Green","James","Green",1,0,0,"","he daydreamed about winning the lottery.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7649","full",1,2.12,"Chris Miller","Chris","Miller",1,0,0,"","he felt relieved that it was complete.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7650","full",1,2.41,"Tommie Brown","Tommie","Brown",0,1,0,"","she turned off the lights and went to bed.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7651","full",1,2.61,"Emerson Moore","Emerson","Moore",1,0,0,"","he sang along to his favorite song.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7652","full",1,3.61,"Stevie White","Stevie","White",1,0,0,"","he took his dog for a walk.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7653","full",1,3.75,"Quinn Young","Quinn","Young",0,1,0,"","she copied down her contacts list.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7654","full",1,3.87,"Reese King","Reese","King",1,0,0,"","he politely said thank you I love it!","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7655","full",1,4.34,"Riley Hill","Riley","Hill",1,0,0,"","he researched until he felt more comfortable.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7656","full",1,4.39,"Jessie Brooks","Jessie","Brooks",0,1,0,"","she thought about what she should reply.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7657","full",1,4.73,"Kerry Baker","Kerry","Baker",0,1,0,"","she looked online for decoration ideas.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7658","full",1,5.22,"Blair Campbell","Blair","Campbell",0,1,0,"","she meditated.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7659","full",1,5.34,"Jackie Turner","Jackie","Turner",0,1,0,"","she sat down to relax for a bit.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7660","full",1,5.59,"Jodie Parker","Jodie","Parker",0,1,0,"","she thought about her day.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7661","full",1,5.86,"Elisha Collins","Elisha","Collins",0,1,0,"","she decided now would be a good time to visit the restroom.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7662","full",1,6.24,"Ashley Cook","Ashley","Cook",0,1,0,"","she decided to change into something more lightweight.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7663","full",1,6.73,"Mary Cooper","Mary","Cooper",0,1,0,"","she decided to watch TV.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7664","full",1,6.78,"Rebecca Bell","Rebecca","Bell",0,1,0,"","she received an important phone call.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7665","full",1,6.82,"Emily Ward","Emily","Ward",0,1,0,"","she yelled catch! to get the attention of her friend.","R_RmAJ72lpwcF5f7b","female","25 - 34","White","4 year degree"
"7666","full",1,1.21,"Matthew Smith","Matthew","Smith",1,0,0,"","he poured a cup for himself","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7667","full",1,1.24,"Brian Walker","Brian","Walker",1,0,0,"","he saw a dog chasing a man.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7668","full",1,1.28,"James Green","James","Green",1,0,0,"","he saw an old woman crossed the road.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7669","full",1,2.12,"Chris Miller","Chris","Miller",1,0,0,"","he poured himself a glass of water.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7670","full",1,2.41,"Tommie Brown","Tommie","Brown",1,0,0,"","he went out to meet his friends waiting for him outside.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7671","full",1,2.61,"Emerson Moore","Emerson","Moore",0,0,1,"other subject","the playlist started playing.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7672","full",1,3.61,"Stevie White","Stevie","White",0,0,1,"other subject","but nobody was there to pick the call.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7673","full",1,3.75,"Quinn Young","Quinn","Young",0,0,1,"other subject","which was damaged beyond repair.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7674","full",1,3.87,"Reese King","Reese","King",1,0,0,"","He marveled at the gift.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7675","full",1,4.34,"Riley Hill","Riley","Hill",1,0,0,"","he went to but all the necessary equipment.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7676","full",1,4.39,"Jessie Brooks","Jessie","Brooks",0,1,0,"","She wore a sad face.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7677","full",1,4.73,"Kerry Baker","Kerry","Baker",1,0,0,"","he went out to make calls.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7678","full",1,5.22,"Blair Campbell","Blair","Campbell",1,0,0,"","he prayed ","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7679","full",1,5.34,"Jackie Turner","Jackie","Turner",1,0,0,"","he sat down to eat his lunch.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7680","full",1,5.59,"Jodie Parker","Jodie","Parker",1,0,0,"","he played music on his phone. ","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7681","full",1,5.86,"Elisha Collins","Elisha","Collins",1,0,0,"","he went to buy popcorn.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7682","full",1,6.24,"Ashley Cook","Ashley","Cook",1,0,0,"","he poured himself a cup of wine.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7683","full",1,6.73,"Mary Cooper","Mary","Cooper",0,1,0,"","she left for a neighbor's house.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7684","full",1,6.78,"Rebecca Bell","Rebecca","Bell",0,1,0,"","she met an old classmate.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7685","full",1,6.82,"Emily Ward","Emily","Ward",0,1,0,"","she smirked at the boys.","R_3rGq5yM06QQ43uO","male","25 - 34","White","4 year degree"
"7686","full",2,1.21,"Matthew Turner","Matthew","Turner",1,0,0,"","he called his wife.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7687","full",2,1.24,"Brian Wright","Brian","Wright",1,0,0,"","he decided he'd re-gift it at the first opportunity. ","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7688","full",2,1.28,"James Miller","James","Miller",1,0,0,"","he put the car in cruise control and drove north.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7689","full",2,2.12,"Chris Collins","Chris","Collins",1,0,0,"","he ran downstairs for a coffee.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7690","full",2,2.41,"Tommie Hill","Tommie","Hill",1,0,0,"","he let out a sigh of relief.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7691","full",2,2.61,"Emerson Green","Emerson","Green",1,0,0,"","he decided this short cut wasn't the best choice he'd made all day.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7692","full",2,3.61,"Stevie Cooper","Stevie","Cooper",1,0,0,"","he grabbed a towel and headed for the shower.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7693","full",2,3.75,"Quinn Brooks","Quinn","Brooks",1,0,0,"","he made a sandwich.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7694","full",2,3.87,"Reese Parker","Reese","Parker",1,0,0,"","he rubbed the ball on his pant leg.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7695","full",2,4.22,"Taylor Smith","Taylor","Smith",1,0,0,"","he walked into the study and turned on the television.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7696","full",2,4.34,"Riley Campbell","Riley","Campbell",1,0,0,"","he went to the rest room.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7697","full",2,4.39,"Jessie Cook","Jessie","Cook",0,1,0,"","she immediately began her classwork.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7698","full",2,4.73,"Kerry Moore","Kerry","Moore",1,0,0,"","he made sure the ski boot straps were tightly in place.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7699","full",2,5.22,"Blair Young","Blair","Young",1,0,0,"","he poured it a bowl of milk.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7700","full",2,5.34,"Jackie White","Jackie","White",1,0,0,"","he decided to stop by the neighbor's house.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7701","full",2,5.59,"Jodie Ward","Jodie","Ward",0,1,0,"","she carefully cleared it of all personal records.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7702","full",2,5.86,"Elisha Bell","Elisha","Bell",0,1,0,"","she curled up with a book. ","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7703","full",2,6.24,"Ashley Walker","Ashley","Walker",0,1,0,"","she proceeded to walk the dog.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7704","full",2,6.73,"Mary Brown","Mary","Brown",0,1,0,"","she made a mental list of what needed to be done in the morning.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7705","full",2,6.78,"Rebecca King","Rebecca","King",0,1,0,"","she combed her hair.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7706","full",2,6.82,"Emily Baker","Emily","Baker",0,1,0,"","she immediately responded in the negative.","R_2wd9WOnLYF7TS5h","female","65 - 74","White","Some college"
"7707","full",3,1.21,"Matthew Brown","Matthew","Brown",1,0,0,"","he contacted many instructors to find the right fit","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7708","full",3,1.24,"Brian King","Brian","King",1,0,0,"","he sang along to his favorite song","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7709","full",3,1.28,"James White","James","White",1,0,0,"","he walked around meeting fellow party-goers.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7710","full",3,2.12,"Chris Young","Chris","Young",1,0,0,"","he counted some sheep","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7711","full",3,2.41,"Tommie Smith","Tommie","Smith",0,1,0,"","she took the jacket off","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7712","full",3,2.61,"Emerson Baker","Emerson","Baker",1,0,0,"","he stepped aside to let someone walk past him.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7713","full",3,3.61,"Stevie Ward","Stevie","Ward",1,0,0,"","he went inside to change clothes","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7714","full",3,3.75,"Quinn Parker","Quinn","Parker",1,0,0,"","he bought some popcorn.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7715","full",3,3.87,"Reese Campbell","Reese","Campbell",0,0,1,"other subject","dinner was ready to be placed on the table.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7716","full",3,4.22,"Taylor Miller","Taylor","Miller",1,0,0,"","he decided to grab a soda.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7717","full",3,4.34,"Riley Cook","Riley","Cook",1,0,0,"","he put a new liner in the bin.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7718","full",3,4.39,"Jessie Turner","Jessie","Turner",0,1,0,"","she felt safe and started to make dinner","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7719","full",3,4.73,"Kerry Bell","Kerry","Bell",0,1,0,"","she sat down to read the paper.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7720","full",3,5.22,"Blair Hill","Blair","Hill",1,0,0,"","he decided to go to bed.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7721","full",3,5.34,"Jackie Walker","Jackie","Walker",0,1,0,"","she copied her data from the old phone to the new one.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7722","full",3,5.59,"Jodie Cooper","Jodie","Cooper",0,1,0,"","she turned off the laser pointer and pulled out a different toy for the cat to play with.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7723","full",3,5.86,"Elisha Moore","Elisha","Moore",1,0,0,"","he looked at his watch to see what time it was.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7724","full",3,6.24,"Ashley Green","Ashley","Green",0,1,0,"","she burnt her tongue trying to take a sip.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7725","full",3,6.73,"Mary Collins","Mary","Collins",0,1,0,"","she replied to the sender.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7726","full",3,6.78,"Rebecca Wright","Rebecca","Wright",0,1,0,"","she bent over to tie her shoes.","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7727","full",3,6.82,"Emily Brooks","Emily","Brooks",0,1,0,"","she smiled and thought about how she could use the gift","R_3mkSLqsptKEujjI","female","35 - 44","White","Professional degree"
"7728","full",2,1.21,"Matthew Turner","Matthew","Turner",1,0,0,"","he went to his local clinic.","R_4GRsyLdGZsHgYXT","female","25 - 34","White","4 year degree"
"7729","full",2,1.24,"Brian Wright","Brian","Wright",1,0,0,"","he couldn't believe his girlfriend would buy him a new expensive watch .","R_4GRsyLdGZsHgYXT","female","25 - 34","White","4 year degree"
"7730","full",2,1.28,"James Miller","James","Miller",1,0,0,"","his passenger kept changing the songs.","R_4GRsyLdGZsHgYXT","female","25 - 34","White","4 year degree"
"7731","full",2,2.12,"Chris Collins","Chris","Collins",1,0,0,"","he started on the trim.","R_4GRsyLdGZsHgYXT","female","25 - 34","White","4 year degree"
"7732","full",2,2.41,"Tommie Hill","Tommie","Hill",1,0,0,"","he had to add more hot water The water was too cold","R_4GRsyLdGZsHgYXT","female","25 - 34","White","4 year degree"
